選舉類型,區域,名字,性別,政黨,現任與否,當選註記,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,賴清美,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,賴岸璋,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,蕭景田,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,蕭淑芬,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,盧盈宏,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,蔡端欉,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,劉錦昌,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,劉淑芳,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,趙惠如,女,台灣團結聯盟,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,葉麗娟,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,楊福建,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,楊福地,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,楊竣程,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,楊淑鳳,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,黃錦滄,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,黃振彥,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,黃秀芳,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,游振雄,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,曾世勇,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,陳錦玉,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,陳奭堯,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,陳素月,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,許原龍,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,粘禮淞,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,梁禎祥,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,曹明正,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,張錦昆,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,張雪如,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,張國棟,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,張東正,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,張宗興,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,張良_,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,張永泉,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,洪麗娜,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,洪進南,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,洪宗熠,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,洪和_,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,施華芬,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,施性鍾,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,_淑媚,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,邱建富,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,林聖哲,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,林國珍,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,阮厚爵,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,李詩焱,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,李俊諭,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,吳淑娟,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,白鴻森,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,王敏光,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,彰化縣,尤瑞春,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,羅士洋,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,顏蔡淑惠,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,賴朝崙,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,賴美真,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,蕭登標,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,蔡吉輝,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,蔡文基,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,劉敬祥,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,劉宏文,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,詹金繪,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,葉日朗,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,楊秀玉（嘉義）,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,黃傑,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,陳鳳梅,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,陳柏麟,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,陳保仁,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,陳俊宏,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,張明達,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,翁聰賢,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,侯清河,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,林寶瓶,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,林劉玉嬌,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,林淑鈴,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,林金敏,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,林秀琴,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,林于玲,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,官文樹,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,李國勝,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,吳李綠,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,余政達,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,何宗義,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,王金山,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,王幸悅,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義縣,王如經,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,鄭俊亨,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,蔡榮豐,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,蔡貴絲,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,蔡永泉,男,台灣團結聯盟,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,蔡文旭,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,廖天隆,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,黃露慧,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,黃秋澤,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,黃正男,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,傅大偉,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,陳幸枝,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,陳文齡,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,郭美玲,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,郭明賓,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,張榮藏,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,張敏琪,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,張秀華,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,洪有仁,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,邱芳欽,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,林聖芬,女,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,林承勳,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,李允志,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,吳上明,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,嘉義市,王美惠,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,蘇明輝,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,羅吉祥,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,盧東文,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,鄭美琴,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,劉展源,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,劉文禎,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,甄克堅,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,黃齡慧,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,彭進添,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,彭余美玲,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,陳榮燦,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,陳_維,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,陳英樓,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,陳文宏,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,郭遠彰,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,許槍榮,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,張碧琴,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,張志弘,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,張木海,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,徐茂淦,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,徐欣瑩,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,范振梅,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,范曰富,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,林保祿,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,林礽俊,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,吳菊花,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,吳發仁,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,吳勝松,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,吳淑君,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,朱有玄,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹縣,史金象,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,魏秀珍,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,鍾淑英,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,謝希誠,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,謝文進,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,駱克銘,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,鄭劉淑妹,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,鄭宏輝,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,鄭成光,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,鄭正鈐,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,鄭正宗,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,蔡錕鈺,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,溫明地,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,賀玉燕,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,彭憲忠,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,陳文正,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,許文棟,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,張祖琰,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,徐信芳,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,孫鍚洲,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,段孝芳,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,林漢淇,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,林耕仁,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,李黃錦燕,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,李國璋,男,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,李妍慧,女,台灣團結聯盟,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,宋金海,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,呂於台,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,吳國寶,男,台灣團結聯盟,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,吳青山,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,余泉霖,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,古榮政,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,新竹市,王明魁,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,鐘俊興,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,蘇金煌,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,簡錦全,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,簡明欽,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,謝翠蓮,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,謝淑_,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,蕭慧敏,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,鄭玲惠,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,鄭東來,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,蔡明水,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,蔡岳儒,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,蔡玉霜,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,蔡永常,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,劉建國,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,廖錦珠,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,廖清祥,男,台灣團結聯盟,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,廖偉博,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,詹_凱,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,黃耀煌,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,黃進一,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,陳劍華,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,陳瑞雄,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,陳清秀,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,陳敏華,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,陳正忠,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,許忠富,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,梁銘忠,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,張素蘭,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,翁水上,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,林錫華,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,林逢錦,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,林淑芬（雲林）,女,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,林再添,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,周秀月,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,沈銘恭,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,沈宗隆,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,李健福,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,李建昇,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,李建志,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,李佳芬,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,王清貴,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,王秋足,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,雲林縣,王士壬,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,連江縣,謝承春,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,連江縣,陳貴忠,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,連江縣,陳書建,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,連江縣,陳振清,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,連江縣,陳建光,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,連江縣,曹以標,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,連江縣,張永江,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,連江縣,林貽祥,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,連江縣,李金梅,女,中國國民黨,Y,!,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,連江縣,李金梅,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,藍敏煌,男,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,韓良圻,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,謝守男,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,鄭林清良,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,鄭怡信,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,蔡適應,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,蔡旺璉,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,詹春陽,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,楊石城,男,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,黃景泰,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,游祥耀,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,曾水源,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,陳金樹,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,陳東財,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,陳江山,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,莊錦田,男,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,莊榮欽,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,張錦煌,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,張漢土,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,張通榮,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,張耿輝,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,張芳麗,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,高辜惠珍,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,秦鉦,男,親民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,施世明,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,俞_發,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,林弘和,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,沈義傳,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,宋瑋莉,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,呂美玲,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,基隆市,何淑萍,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,蘇琦莉,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,蘇炎城,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,顏曉菁,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,簡海源,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,鍾盛有,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,謝志富,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,錢聖武,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,錢俊皞,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,蕭育穎,女,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,盧謝珊珊,女,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,蔡寬興,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,蔡昌達,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,劉德林,男,中國國民黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,葉進國,男,無,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,黃登丕,男,民主進步黨,,,,,,,,,,,,,,,,
2005第十六屆縣市議員選舉,高雄縣,程進添,男,中國國民黨,,,,,,,,,,,,,,,,
