ID,圖片網址,,座標,地址,候選人名稱,次要,共同,看板標語,標語 tag,黨徽,可能須排除,原始答案
282,/proj-assets/election-board/uploads/images/1538977412-882615c26cd1cf74a5448ff5df8e8d83.jpeg,4,POINT(24.1352158034854 120.70858335495),台中市東區樂業路520巷11號,李中,盧秀燕,,守護台中,姓名諧音,y,,李中
283,/proj-assets/election-board/uploads/images/1538977454-13e7fba6ee993bb0407d1734686e3ae4.jpeg,4,POINT(24.1346283449117 120.715793132782),台中市太平區中89-2鄉道281號,李麗華,,,不畏權勢 只為您做事,,N,,李麗華
284,/proj-assets/election-board/uploads/images/1538977499-b37eff60ff9791fe82f87c464a671dc6.jpeg,4,POINT(24.1344325247878 120.715921878815),台中市太平區新平路一段267號,黃文生,,,服務領先 太平優先,,n,,黃文生
285,/proj-assets/election-board/uploads/images/1538977546-b91f77dbfbfb2ae45eb32660800b9ffc.jpeg,4,POINT(24.1360578227355 120.715256690979),台中市太平區祥順路一段32號,蔡耀頡,"林佳龍,何明杰",,承擔,,y,,蔡耀頡
285,/proj-assets/election-board/uploads/images/1538977546-b91f77dbfbfb2ae45eb32660800b9ffc.jpeg,4,POINT(24.1360578227355 120.715256690979),,李麗華,,,,,n,,
287,/proj-assets/election-board/uploads/images/1538977631-3e690e299c65c3053828fcf764e836f6.jpeg,,POINT(24.1416776696688 120.720749855042),台中市太平區溪洲路130巷3弄10號,陳東林,,,,,n,,陳東林
289,/proj-assets/election-board/uploads/images/1538984295-cb0d415b9e282d32c9dba9672f71588f.jpeg,4,POINT(24.9585451895011 121.417519608568),新北市土城區台3線138號,彭成龍,,蘇貞昌,"議員請投,市長支持,衝",,y,,彭成龍
289,/proj-assets/election-board/uploads/images/1538984295-cb0d415b9e282d32c9dba9672f71588f.jpeg,,POINT(24.9585451895011 121.417519608568),,蘇貞昌,,彭成龍,"議員請投,市長支持,衝",,y,,
289,/proj-assets/election-board/uploads/images/1538984295-cb0d415b9e282d32c9dba9672f71588f.jpeg,,POINT(24.9585451895011 121.417519608568),新北市土城區台3線138號,曾進益,蘇貞昌,,議員第一衝,,y,,曾進益
291,/proj-assets/election-board/uploads/images/1538984699-37abe171689cb7b702860ff7cf485683.jpeg,4,POINT(24.9583998170489 121.417704406536),新北市土城區中央路四段67巷頂埔祖師廟,黃永昌,,,成功爭取殯儀回饋金每年90萬補助11里,政績,y,,黃永昌
291,/proj-assets/election-board/uploads/images/1538984699-37abe171689cb7b702860ff7cf485683.jpeg,4,POINT(24.9583998170489 121.417704406536),,廖宜琨,,,"青世代照顧下一代,澳洲國家銀行財經分析師,澳洲Griffith 大學金融規劃碩士第一名畢業","幼童,學歷",y,,
293,/proj-assets/election-board/uploads/images/1538984883-45fb2043497b7c6d4eb7945e1301b41a.jpeg,4,POINT(24.9600377116147 121.419652849738),新北市土城區中央路四段,曾進益,,,市政小巨人,,y,,曾進益
294,/proj-assets/election-board/uploads/images/1538984954-5dbadaa85b898b23a9beff3ae0bcfcb4.jpeg,4,POINT(24.9599015365103 121.419502646033),新北市土城區內山公路66號,蘇貞昌,,高敏慧,璀璨新北,,y,,蘇貞昌
294,/proj-assets/election-board/uploads/images/1538984954-5dbadaa85b898b23a9beff3ae0bcfcb4.jpeg,,POINT(24.9599015365103 121.419502646033),新北市土城區內山公路66號,高敏慧,,蘇貞昌,璀璨新北,,y,,高敏慧
294,/proj-assets/election-board/uploads/images/1538984954-5dbadaa85b898b23a9beff3ae0bcfcb4.jpeg,,POINT(24.9599015365103 121.419502646033),,江怡臻,,,"新北市府副發言人,你的發言人",,n,,
297,/proj-assets/election-board/uploads/images/1538988451-eeafaf904584d054499982a6c470d03b.47,4,POINT(23.7046125 120.551664444444),雲林縣斗六市莊敬路4號,蘇于珊,韓國瑜,,雲林女婿韓國瑜強力推薦,,y,,蘇于珊
298,/proj-assets/election-board/uploads/images/1538988507-0553daeb3dc83c94cec4dd884088b3de.48,4,POINT(23.7047688888889 120.552232777778),雲林縣斗六市成功路300號,李建志,,,"無黨無派超越,第一戰將,不分藍綠,只問是非,國立中正大學政治學碩士",學歷,y,,李建志
299,/proj-assets/election-board/uploads/images/1538988562-e6294bd7ea081cfc15ee4977813dda6a.48,4,POINT(23.7047147222222 120.552171944444),雲林縣斗六市成功路300號,江文登,劉建國,,"好央甲服務團隊,集中選票支持專職服務,正氣,有力監督",經歷,y,,江文登
300,/proj-assets/election-board/uploads/images/1538991267-0dfe51c0b79b28a17bb33791b94734a5.jpg,4,POINT(22.6402314551868 120.354481088837),高雄市鳳山區文衡路257號,李雅靜,,,"文化鳳山,城市因文化而偉大,city culture,中山大學環工所博士候選人",,y,,李雅靜
301,/proj-assets/election-board/uploads/images/1538997150-3aae8a9bc7a68d63ff72379a8b4c2fcf.jpg,4,POINT(25.060433 121.5330987),台北市中山區捷運行天宮站,林國成,,,我在您左右,,n,,林國成
302,/proj-assets/election-board/uploads/images/1538999268-3405d0c6f88f0ee98bf78f093e9d4099.jpeg,4,POINT(24.9629999 121.4266582),新北市土城區中央路三段281巷9之2號,侯友宜,,黃永昌,我們承諾讓市民安居樂業,,y,,侯友宜
302,/proj-assets/election-board/uploads/images/1538999268-3405d0c6f88f0ee98bf78f093e9d4099.jpeg,,POINT(24.9629999 121.4266582),新北市土城區中央路三段281巷9之2號,黃永昌,,侯友宜,我們承諾讓市民安居樂業,,y,,黃永昌
302,/proj-assets/election-board/uploads/images/1538999268-3405d0c6f88f0ee98bf78f093e9d4099.jpeg,,POINT(24.9629999 121.4266582),,黃永昌,侯友宜,,"力阻深澳電廠,堅持做對,做好",政見,y,,
303,/proj-assets/election-board/uploads/images/1538999315-a385c2ac703ff3d344f18508efbd19b1.jpeg,4,POINT(24.9631939419162 121.426833419126),新北市土城區永平街15巷2弄10號,侯友宜,,林金結,我們一起,,n,,侯友宜
303,/proj-assets/election-board/uploads/images/1538999315-a385c2ac703ff3d344f18508efbd19b1.jpeg,,POINT(24.9631939419162 121.426833419126),新北市土城區永平街15巷2弄10號,林金結,,侯友宜,我們一起,,n,,林金結
307,/proj-assets/election-board/uploads/images/1539000250-2ce0c2cf5c87f69f65edf264c041c5b2.jpg,4,POINT(22.6373783466966 120.350530058861),高雄市鳳山區建國路三段321號,何權峰,陳菊,邱俊憲,作伙拼未來,,y,,何權峰
307,/proj-assets/election-board/uploads/images/1539000250-2ce0c2cf5c87f69f65edf264c041c5b2.jpg,,POINT(22.6373783466966 120.350530058861),,邱俊憲,陳菊,何權峰,作伙拼未來,,y,,
307,/proj-assets/election-board/uploads/images/1539000250-2ce0c2cf5c87f69f65edf264c041c5b2.jpg,,POINT(22.6373783466966 120.350530058861),高雄市鳳山區建國路三段321號,林智鴻,,,"鳳山要紅,專業年輕沒包袱,高雄市政府前新聞局主秘,中山大學亞太所博士班",學歷,y,,林智鴻
308,/proj-assets/election-board/uploads/images/1539056919-404088a1c4ed7b09ca23d069bc80c982.jpg,4,POINT(22.6657616799499 120.303637534889),高雄市左營區博愛二路402號,陳玫娟,,韓國瑜,瑜您共創 玫好未來,姓名諧音,y,,陳玫娟
308,/proj-assets/election-board/uploads/images/1539056919-404088a1c4ed7b09ca23d069bc80c982.jpg,,POINT(22.6657616799499 120.303637534889),高雄市左營區博愛二路402號,韓國瑜,,陳玫娟,瑜您共創 玫好未來,姓名諧音,y,,韓國瑜
309,/proj-assets/election-board/uploads/images/1539061004-2c1ce9093ad233803cdb112ad0e6926b.jpeg,4,POINT(25.0828555555556 121.549622222222),台北市中山區北安路630巷15號B1,葉林傳,,,民意傳真,姓名諧音,n,,葉林傳
310,/proj-assets/election-board/uploads/images/1539061661-988199344fa135ee251eb3ab510b77f1.jpeg,4,POINT(25.0228472222222 121.5494),台北市大安區敦化南路二段319號,李慶元,,,"超越藍綠,民生第一,堅持當一個市民的市議員,向市民負責",,n,,李慶元
311,/proj-assets/election-board/uploads/images/1539072651-32befc6d98d8cc44bf13e6c9b39497da.jpeg,4,POINT(22.6383178223406 120.332163865136),高雄市三民區九如一路377號,黃淑美,,,"國立中山大學碩士,國立高雄大學學士班,信賴,專業",學歷,n,,黃淑美
311,/proj-assets/election-board/uploads/images/1539072651-32befc6d98d8cc44bf13e6c9b39497da.jpeg,,POINT(22.6383178223406 120.332163865136),高雄市三民區九如一路377號,黃香菽,,,"不忘初心,堅持為您",,y,,黃香菽
312,/proj-assets/election-board/uploads/images/1539072781-44c505da9c0cc3fd52fe7a142d5436a0.jpeg,4,POINT(22.634608487631 120.350336185204),高雄市鳳山區青年路二段150號,鍾易仲,,,鳳山少年藍,,y,,鍾易仲
312,/proj-assets/election-board/uploads/images/1539072781-44c505da9c0cc3fd52fe7a142d5436a0.jpeg,,POINT(22.634608487631 120.350336185204),高雄市鳳山區青年路二段150號,韓國瑜,,,"第2.3.4屆立法委員,北農運銷總經理,政大法學碩士,東吳英文學士,CHANGE,好機會韓國瑜大改變,為高雄找出路","經歷,學歷",n,,韓國瑜
312,/proj-assets/election-board/uploads/images/1539072781-44c505da9c0cc3fd52fe7a142d5436a0.jpeg,,POINT(22.634608487631 120.350336185204),,韓國瑜,,,"打造高雄全台首富,會做事的韓國瑜,CEO市長",,n,,
313,/proj-assets/election-board/uploads/images/1539073087-89afca293feaa604529bbfa6a90cc544.jpeg,4,POINT(22.6396909 120.3508875),高雄市鳳山區青年路二段289號,林智鴻,趙天麟,,"鳳山要紅,新經濟",姓名諧音,y,,林智鴻
314,/proj-assets/election-board/uploads/images/1539073441-ded600f896b22600946fcc70df03180f.jpeg,4,POINT(24.0684194444444 120.531136111111),彰化縣彰化市平和十四街34號,黃文玲,,,"彰化縣長懇請支持,不一樣的縣長,無黨無派,無色良品",,y,,黃文玲
315,/proj-assets/election-board/uploads/images/1539073477-9b188c7408fb258e98551568edb40efa.jpeg,4,POINT(24.0620916666667 120.541772222222),彰化縣彰化市延平路221巷5號,李成濟,,,"成擔責任,濟續服務,懇請支持",姓名諧音,y,,李成濟
315,/proj-assets/election-board/uploads/images/1539073477-9b188c7408fb258e98551568edb40efa.jpeg,,POINT(24.0620916666667 120.541772222222),彰化縣彰化市延平路221巷5號,林維浩,,,"學識經驗肯打拼,腳踏實地為民服務,留美碩士,懇請支持",學歷,y,,林維浩
315,/proj-assets/election-board/uploads/images/1539073477-9b188c7408fb258e98551568edb40efa.jpeg,,POINT(24.0620916666667 120.541772222222),彰化縣彰化市延平路221巷5號,莊陞漢,黃秀芳,江炳輝,"台大碩士,立法委員黃秀芳真誠推薦",學歷,n,,莊陞漢
317,/proj-assets/election-board/uploads/images/1539080705-a6da0dfcf308b2dbec28e8ee79c41e87.jpg,4,POINT(25.0601413229516 121.639331499401),新北市汐止區大同路一段351號,黃智姍,,,"溫暖傾聽,勇敢改變,在地女兒",,y,,黃智姍
318,/proj-assets/election-board/uploads/images/1539080811-bed2a8e6d84011cb3aab0ac18b2581f5.jpg,4,POINT(25.0596962 121.6388573),新北市汐止區大同路一段349號,黃智姍,黃國昌,,"溫暖傾聽,勇敢改變,在地女兒",,y,,黃智姍
319,/proj-assets/election-board/uploads/images/1539081157-4a70e0328579f479e8076b276e13155c.jpg,4,POINT(25.057227 121.633182),新北市汐止區台5線199號,黃智姍,黃國昌,,"溫暖傾聽,勇敢改變,在地女兒",,y,,黃智姍
320,/proj-assets/election-board/uploads/images/1539081715-6180550420cbaf7803fe822ca0e8c428.jpg,4,POINT(25.0505555555556 121.619444444444),新北市汐止區橫科路73巷4號,黃智姍,黃國昌,,"溫暖傾聽,勇敢改變,在地女兒",,y,,黃智姍
321,/proj-assets/election-board/uploads/images/1539089936-5960b57360fe752b0fb9d21cb620774f.jpeg,4,POINT(22.6705244 120.293144),高雄市鼓山區華榮路580號,蔡金晏,,,"挺理想的,國立成功大學水利及海洋工程博士",,y,,蔡金晏
322,/proj-assets/election-board/uploads/images/1539090121-9899c1a2fc0dd33d61a34198c143ca7b.jpeg,4,POINT(22.6372815447648 120.350438932066),高雄市鳳山區建國路三段321號,何權峰,陳菊,邱俊憲,作伙拼未來,,y,,何權峰
322,/proj-assets/election-board/uploads/images/1539090121-9899c1a2fc0dd33d61a34198c143ca7b.jpeg,,POINT(22.6372815447648 120.350438932066),高雄市鳳山區建國路三段321號,蘇炎城,,陳其邁,躍動鳳山守護勞工守護市民,,y,,蘇炎城
322,/proj-assets/election-board/uploads/images/1539090121-9899c1a2fc0dd33d61a34198c143ca7b.jpeg,,POINT(22.6372815447648 120.350438932066),,陳其邁,,蘇炎城,躍動鳳山守護勞工守護市民,,y,,
322,/proj-assets/election-board/uploads/images/1539090121-9899c1a2fc0dd33d61a34198c143ca7b.jpeg,,POINT(22.6372815447648 120.350438932066),高雄市鳳山區建國路三段321號,邱俊憲,陳菊,何權峰,作伙拼未來,,y,,邱俊憲
323,/proj-assets/election-board/uploads/images/1539090532-cafb2859650da479f3d47bb0892d1622.jpeg,4,POINT(22.6806453487967 120.289662721118),高雄市左營區勝利路129-1號,李柏毅,"陳菊,陳其邁",,相信高雄,,y,,李柏毅
324,/proj-assets/election-board/uploads/images/1539093516-adf6150ca0f302e6608c49213ddb36c8.jpg,4,POINT(25.062162 121.4980083),新北市三重區重新路二段60號,侯友宜,,蔡明堂,"安居樂業,一起為新北打拚",,n,,侯友宜
324,/proj-assets/election-board/uploads/images/1539093516-adf6150ca0f302e6608c49213ddb36c8.jpg,,POINT(25.062162 121.4980083),新北市三重區重新路二段60號,彭佳芸,,,"主播上揚幸福飛揚,懇請支持",,y,,彭佳芸
324,/proj-assets/election-board/uploads/images/1539093516-adf6150ca0f302e6608c49213ddb36c8.jpg,,POINT(25.062162 121.4980083),新北市三重區重新路二段60號,李翁月娥,,,"厝邊好議員,熱情服務",,n,,李翁月娥
324,/proj-assets/election-board/uploads/images/1539093516-adf6150ca0f302e6608c49213ddb36c8.jpg,,POINT(25.062162 121.4980083),新北市三重區重新路二段60號,林永鴻,,,"值得信賴,林國雄之子,加速推動,危險老舊房屋更新,廣推青年社會住宅","二代,政見",y,,林永鴻
324,/proj-assets/election-board/uploads/images/1539093516-adf6150ca0f302e6608c49213ddb36c8.jpg,,POINT(25.062162 121.4980083),新北市三重區重新路二段60號,蔡明堂,,侯友宜,"正派議員,一起為新北打拚",,n,,蔡明堂
325,/proj-assets/election-board/uploads/images/1539101500-e1cffeaa971c6fcbe03d38ebc6c3aba9.jpeg,4,POINT(25.0300973637679 121.472285044952),新北市板橋區文化路二段327號,黃俊哲,,,"大板橋主義！,大醫療、大社福、大生活,台大碩士",學歷,y,,黃俊哲
326,/proj-assets/election-board/uploads/images/1539101670-00015776c7bef759a09a2a12c97584b0.jpeg,4,POINT(25.0458444696155 121.533228342328),台北市中山區松江路1-1號,葉林傳,,,傳真民意,姓名諧音,y,,葉林傳
327,/proj-assets/election-board/uploads/images/1539140777-49593e098c4c18dad1989f9785510766.jpg,5,POINT(25.0603652 121.5301937),台北市中山區錦州街159號2樓之5,姚文智,,梁文傑,作伙打拼,,n,,姚文智
327,/proj-assets/election-board/uploads/images/1539140777-49593e098c4c18dad1989f9785510766.jpg,,POINT(25.0603652 121.5301937),台北市中山區錦州街159號2樓之5,梁文傑,,姚文智,作伙打拼,,n,,梁文傑
328,/proj-assets/election-board/uploads/images/1539159884-1172027eb87999741c47f7b5eb6df987.jpeg,4,POINT(24.0604444444444 120.565802777778),彰化縣彰化市寶山路372號,温芝樺,,黃稜茹,"最強的團隊,最好的團隊,温國銘ㄟ女兒,日本 高崎經濟大學","二代,學歷",y,,温芝樺
329,/proj-assets/election-board/uploads/images/1539160798-c3afbe15bea867c8a4f5645b70601955.jpeg,4,POINT(25.0482000824668 121.559334431203),台北市松山區八德路四段40號,許淑華,,,,,n,,許淑華
330,/proj-assets/election-board/uploads/images/1539166296-7b54091b5425cb97fa3a1612969b4974.jpeg,4,POINT(25.0379969054518 121.567106159289),台北市信義區,徐巧芯,,,0,,y,,徐巧芯
331,/proj-assets/election-board/uploads/images/1539180563-b2ee0551870b09b58225ac3815279a4f.jpg,4,POINT(23.9720574817502 120.653162196638),南投縣草屯鎮碧興路一段841-2號,洪國浩,,林永鴻,"傳承,永續,下一棒，由我來守護",,,,林永鴻
332,/proj-assets/election-board/uploads/images/1539180619-f0ef7a0184aeb884945b19eacf87043a.jpg,4,POINT(23.9905599 120.6355772),彰化縣芬園鄉彰南路二段284號,楊富鈞,,,"彰師大博士生,打火兄弟,值得託付,懇請賜票","學歷,經歷",n,,楊富鈞
333,/proj-assets/election-board/uploads/images/1539180670-846f01b507200e1cad09b29c54810476.jpg,4,POINT(23.9933983643699 120.634485285107),彰化縣芬園鄉彰南路二段429巷13號,王惠美,,,"改造彰化,改變現在,領航未來",,n,,王惠美
333,/proj-assets/election-board/uploads/images/1539180670-846f01b507200e1cad09b29c54810476.jpg,,POINT(23.9933983643699 120.634485285107),彰化縣芬園鄉彰南路二段429巷13號,白玉如,,,"尊重民意,全力以赴,懇請支持",,n,,白玉如
334,/proj-assets/election-board/uploads/images/1539180713-9a14b0e0aa11c4a9e85be11bd315536f.jpg,4,POINT(24.0157112725212 120.628713604913),彰化縣芬園鄉彰南路四段205號,魏明谷,,林世民,齊心建設 芬園更好,,n,,魏明谷
335,/proj-assets/election-board/uploads/images/1539180762-a53ed9e5a469f704f36c317844002071.jpg,,POINT(24.0157052870826 120.629764597241),彰化縣芬園鄉復興路89號,温芝樺,,温國銘,芬園ㄟ未來 作伙拼,,y,,温芝樺
336,/proj-assets/election-board/uploads/images/1539180818-a0ed7035c1be489462ac9048e8b9091e.jpg,4,POINT(24.0131937797471 120.644987599877),彰化縣芬園鄉光華路285 號,顧黃水花,,,"請安問好,愛心歐巴桑・服務有夠讚",,n,,顧黃水花
337,/proj-assets/election-board/uploads/images/1539180851-e6862280e201ab8fcbc65593348ecfe6.jpg,4,POINT(24.0116675895345 120.647617380444),彰化縣芬園鄉光華路3號,王惠美,,,"改造彰化,改變現在,領航未來",,n,,王惠美
338,/proj-assets/election-board/uploads/images/1539180885-de04d1cb64989742db345555d939d1ae.jpg,,POINT(24.0075736689341 120.650128249314),南投縣草屯鎮台14線472號,魏明谷,,林世民,齊心建設 芬園更好,,n,,魏明谷
339,/proj-assets/election-board/uploads/images/1539180919-b775be93d94269a0584a4012ca62361a.jpg,4,POINT(24.0015714770517 120.656726241985),南投縣草屯鎮台14線262號,洪國浩,,,廉能改變南投,,y,,洪國浩
340,/proj-assets/election-board/uploads/images/1539180949-0329c5d55e21f691013cd7feac788478.jpg,4,POINT(23.9984951901945 120.660921137158),南投縣草屯鎮芬草路三段52號號,唐曉棻,,,"「服務」,不變的初衷,懇請支持",,n,,唐曉棻
341,/proj-assets/election-board/uploads/images/1539180979-d328769e3458c18869b7c1d6d2bda195.jpg,4,POINT(23.9971975927955 120.661986906912),南投縣草屯鎮加老南路,廖梓佑,,,"懇請支持連任,用心服務",,y,,廖梓佑
341,/proj-assets/election-board/uploads/images/1539180979-d328769e3458c18869b7c1d6d2bda195.jpg,,POINT(23.9971975927955 120.661986906912),南投縣草屯鎮加老南路,洪巧娟,,,"關懷老人長照,落實托育政策,民進黨提名","老人,幼童",y,,洪巧娟
342,/proj-assets/election-board/uploads/images/1539181012-de9270799c7fec6903f2844f8c25e2c8.jpg,4,POINT(23.9971279104756 120.662411050381),南投縣草屯鎮芬草路三段43號,林明溱,,,"骨力肯做,捲袖做事的縣長,懇託支持",,y,,林明溱
342,/proj-assets/election-board/uploads/images/1539181012-de9270799c7fec6903f2844f8c25e2c8.jpg,,POINT(23.9971279104756 120.662411050381),南投縣草屯鎮芬草路三段43號,莊士傑,,,"情義相挺,正義・承擔,服務・建設",,n,,莊士傑
343,/proj-assets/election-board/uploads/images/1539181041-27a99d1ed0341c834f59a124084a58ad.jpg,4,POINT(23.9973394291592 120.66242931773),南投縣草屯鎮芬草路三段43號,林明溱,,,"骨力肯做,捲袖做事的縣長,懇託支持",,y,,林明溱
344,/proj-assets/election-board/uploads/images/1539181068-0af927e312982b2acdae6d50ee2dab84.jpg,4,POINT(23.9950646565562 120.665427248303),南投縣草屯鎮草商[南投],洪國浩,,,廉能改變南投,,y,,洪國浩
347,/proj-assets/election-board/uploads/images/1539181151-90e306c885f1742f79b470ca6c7dcd07.jpg,4,POINT(23.9827923992189 120.683494608228),南投縣草屯鎮中山街407號號,洪國浩,,洪瑞良,懇請支持,,y,,洪國浩
348,/proj-assets/election-board/uploads/images/1539181189-0b029987e22a0d053b6dd82bc7eb19ff.jpg,4,POINT(23.9820258306032 120.683353656931),南投縣草屯鎮中山街373號,簡賜勝,,,"有魄力肯服務,懇請支持連任",,n,,簡賜勝
349,/proj-assets/election-board/uploads/images/1539181219-fe807e3ff99c4cd3185abe9d5963358e.jpg,4,POINT(23.9806980498592 120.683133732358),南投縣草屯鎮中山街313-1號,莊惠惠,,,"祝大家新年快樂 好運旺旺來,懇請支持",,n,,莊惠惠
350,/proj-assets/election-board/uploads/images/1539202063-c434052671f28e395e865e46b968753f.jpg,4,POINT(25.0542450997813 121.514671195245),台北市大同區南京西路127號,林亭君,,,新世代捍衛新時代,年輕,y,,林亭君
350,/proj-assets/election-board/uploads/images/1539202063-c434052671f28e395e865e46b968753f.jpg,,POINT(25.0542450997813 121.514671195245),台北市大同區南京西路127號,林亮君,,,亮,姓名諧音,n,,林亮君
350,/proj-assets/election-board/uploads/images/1539202063-c434052671f28e395e865e46b968753f.jpg,,POINT(25.0542450997813 121.514671195245),台北市大同區南京西路127號,顏若芳,,,,,n,,顏若芳
351,/proj-assets/election-board/uploads/images/1539202197-1568ad42ccb805add51969e191349826.jpg,4,POINT(25.0582355043239 121.511833088361),台北市大同區歸綏街209號,林亮君,,,"亮, 最年輕市議員參選人",年輕,N,,林亮君
351,/proj-assets/election-board/uploads/images/1539202197-1568ad42ccb805add51969e191349826.jpg,,POINT(25.0582355043239 121.511833088361),台北市大同區歸綏街209號,陳怡君,,,請給新人機會,年輕,y,,陳怡君
351,/proj-assets/election-board/uploads/images/1539202197-1568ad42ccb805add51969e191349826.jpg,,POINT(25.0582355043239 121.511833088361),台北市大同區歸綏街209號,顏若芳,,,,,n,,顏若芳
352,/proj-assets/election-board/uploads/images/1539218258-4c04da0b8492ccb18ea27b02c362fe32.jpg,4,POINT(25.080264 121.4806903),新北市蘆洲區103縣道8號,李倩萍,,,"成功爭取外籍教師逐年進入校園,9校設立英語情境教室,留美教育碩士","政績,教育,學歷",y,,李倩萍
352,/proj-assets/election-board/uploads/images/1539218258-4c04da0b8492ccb18ea27b02c362fe32.jpg,,POINT(25.080264 121.4806903),新北市蘆洲區103縣道8號,林永鴻,,,"值得信賴,林國雄之子,加速推動,危險老舊房屋更新,廣推青年社會住宅,永續新北,三蘆長鴻,政壇新人,需要機會","二代,政見,姓名諧音",y,,林永鴻
352,/proj-assets/election-board/uploads/images/1539218258-4c04da0b8492ccb18ea27b02c362fe32.jpg,,POINT(25.080264 121.4806903),新北市蘆洲區103縣道8號,蔡明堂,,,,,y,,蔡明堂
352,/proj-assets/election-board/uploads/images/1539218258-4c04da0b8492ccb18ea27b02c362fe32.jpg,,POINT(25.080264 121.4806903),新北市蘆洲區103縣道8號,陳啟能,,,懇請全力支持,,y,,陳啟能
353,/proj-assets/election-board/uploads/images/1539218648-2326c7a5cfb27fe595e30462ec7dfb07.jpg,,POINT(25.0815072 121.4818045),新北市蘆洲區重陽一街14號,李倩萍,,,"成功爭取5座共榮、特色化遊具公園,留美教育碩士","幼童,政績,學歷",Ｎ,,李倩萍
353,/proj-assets/election-board/uploads/images/1539218648-2326c7a5cfb27fe595e30462ec7dfb07.jpg,,POINT(25.0815072 121.4818045),新北市蘆洲區重陽一街14號,王威元,侯友宜,,年輕人的希望為您爭一口氣,年輕,Ｙ,,王威元
353,/proj-assets/election-board/uploads/images/1539218648-2326c7a5cfb27fe595e30462ec7dfb07.jpg,,POINT(25.0815072 121.4818045),新北市蘆洲區重陽一街14號,蘇貞昌,,邱婷蔚,新.新北 新希望,,Ｙ,,蘇貞昌
353,/proj-assets/election-board/uploads/images/1539218648-2326c7a5cfb27fe595e30462ec7dfb07.jpg,,POINT(25.0815072 121.4818045),新北市蘆洲區重陽一街14號,邱婷蔚,,蘇貞昌,新.新北 新希望,,Ｙ,,邱婷蔚
353,/proj-assets/election-board/uploads/images/1539218648-2326c7a5cfb27fe595e30462ec7dfb07.jpg,,POINT(25.0815072 121.4818045),新北市蘆洲區重陽一街14號,陳啟能,,,"做，比說還多！,與仁義里長吳東燦共同成功爭取尼加拉瓜公園設施更新環境改善,懇請唯一支持",政績,y,,陳啟能
354,/proj-assets/election-board/uploads/images/1539228724-244e6f780616e7bb33574c3b7244d303.jpeg,4,POINT(25.0826417800361 121.549450560845),台北市中山區北安路630巷2-1號,葉林傳,,,民意傳真,姓名諧音,N,,葉林傳
355,/proj-assets/election-board/uploads/images/1539228806-d86e6607aedae380c7832e7539b02700.jpeg,4,POINT(25.0826694444444 121.554116666667),台北市中山區樂群三路91號,陳炳甫,,,專業問政・熱忱服務,,N,,陳炳甫
356,/proj-assets/election-board/uploads/images/1539228835-07f87b36cb2e39b7131701e710d429ed.jpeg,4,POINT(25.0828138888889 121.554183333333),台北市中山區樂群三路91號,顏若芳,,,,,N,,顏若芳
357,/proj-assets/election-board/uploads/images/1539228859-5674fb75d55b2b7de196c3304dcd1e48.jpeg,4,POINT(25.0827555555556 121.554161111111),台北市中山區樂群三路91號,林婕麗,,,大直的女兒爭取為在地服務,,y,,林婕麗
357,/proj-assets/election-board/uploads/images/1539228859-5674fb75d55b2b7de196c3304dcd1e48.jpeg,,POINT(25.0827555555556 121.554161111111),台北市中山區樂群三路91號,葉林傳,,,民意傳真,姓名諧音,N,,葉林傳
359,/proj-assets/election-board/uploads/images/1539228925-291f5d37451fb7280ae30975e5e10fc7.jpeg,4,POINT(25.0827694444444 121.554322222222),台北市中山區樂群三路91號,林亭君,,,"您挺君君挺您,唯一女聲為您發聲",,Ｙ,,林亭君
360,/proj-assets/election-board/uploads/images/1539228952-36c0291677115fb1fe67c44770367b14.jpeg,4,POINT(25.0833805555556 121.554413888889),台北市中山區植福路8號,陳怡君,"簡余晏,游錫堃",,"請給新人機會,20年政治幕僚的歷練一個值得您信任的新選擇,簡余晏推薦,游錫堃栽培",,N,,陳怡君
361,/proj-assets/election-board/uploads/images/1539237411-6d60a3f567c7ad45df92c3f3aeb0fbf5.56,4,POINT(22.6079361 120.2968442),台北市信義區,徐巧芯,,,這次我投！,,Ｙ,,徐巧芯
362,/proj-assets/election-board/uploads/images/1539240188-739bb190c69f5f046089b1abb7d5a0d1.jpeg,4,POINT(25.0686116366583 121.590444231213),台北市內湖區成功路二段150號,游淑慧,丁守中,,,,Ｙ,,游淑慧
362,/proj-assets/election-board/uploads/images/1539240188-739bb190c69f5f046089b1abb7d5a0d1.jpeg,,POINT(25.0686116366583 121.590444231213),台北市內湖區成功路二段150號,闕枚莎,,,"成功爭取台北市三歲＆四歲幼兒每學期學費補助 13,660 元",,Ｎ,,闕枚莎
363,/proj-assets/election-board/uploads/images/1539248471-157a7e5a14f4a8534607e9e8f585fd57.jpeg,4,POINT(25.0482018 121.5595137),台北市松山區八德路四段46號,葉智遠,,,"爭取學生坐捷運免費,台聯發言人",政績,Y,,葉智遠
364,/proj-assets/election-board/uploads/images/1539254511-7029bffe5d2d2a35b3d3ce874c7d4ce6.jpeg,4,POINT(25.0435777768612 121.567414573515),台北市信義區,戴錫欽,,,戴動台北,姓名諧音,Ｎ,,戴錫欽
365,/proj-assets/election-board/uploads/images/1539254641-71740779bbdef8b28643f15b439e0c0a.jpeg,4,POINT(25.0441444 121.5682019),台北市信義區松隆路45號,陳永德,,,"在地的聲音,建設的火車頭",,Ｎ,,陳永德
