選舉類型,選舉區,name,推薦之政黨,date of birth,號次
111年縣市議員選舉,嘉義市第1選舉區,林瑞霞,無,1954,1
111年縣市議員選舉,嘉義市第1選舉區,戴寧,無,1982,18
111年縣市議員選舉,嘉義市第2選舉區,王浩,時代力量,1957,8
111年縣市議員選舉,嘉義市第2選舉區,黃思婷,無,1987,18
111年縣市議員選舉,嘉義市第2選舉區,王冠鈞,無,1963,21
111年縣市議員選舉,嘉義市第2選舉區,莊豐安,無,1965,10
111年縣市議員選舉,嘉義市第2選舉區,孫貫志,無,1960,14
111年縣市議員選舉,嘉義市第2選舉區,李忠曆,無,1965,1
111年縣市議員選舉,嘉義市第2選舉區,蘇慶良,中國國民黨,1973,9
111年縣市議員選舉,嘉義市第2選舉區,蘇澤峰,無,1984,4
111年縣市議員選舉,嘉義市第2選舉區,蔡文旭,民主進步黨,1963,19
111年縣市議員選舉,嘉義市第2選舉區,陳姿妏,無,1962,16
111年縣市議員選舉,嘉義市第2選舉區,鄭光宏,中國國民黨,1979,20
111年縣市議員選舉,嘉義市第2選舉區,陳品蓁,民主進步黨,1971,12
111年縣市議員選舉,嘉義市第2選舉區,許明對,民主進步黨,1972,5
111年縣市議員選舉,嘉義市第2選舉區,林雪峰,中國國民黨,1969,15
111年縣市議員選舉,嘉義市第2選舉區,黃大祐,民主進步黨,1970,2
111年縣市議員選舉,嘉義縣第1選舉區,楊秀琴,無,1964,2
111年縣市議員選舉,嘉義縣第1選舉區,王啓澧,中國國民黨,1964,6
111年縣市議員選舉,嘉義縣第1選舉區,詹琬蓁,中國國民黨,1977,3
111年縣市議員選舉,嘉義縣第1選舉區,賴瓊如,無,1968,5
111年縣市議員選舉,嘉義縣第1選舉區,黃榮俊,民主進步黨,1963,9
111年縣市議員選舉,嘉義縣第1選舉區,黃榮利,民主進步黨,1955,1
111年縣市議員選舉,嘉義縣第2選舉區,陳福成,無,1958,5
111年縣市議員選舉,嘉義縣第2選舉區,簡嘉億,中國國民黨,1975,3
111年縣市議員選舉,嘉義縣第2選舉區,林淑完,民主進步黨,1959,11
111年縣市議員選舉,嘉義縣第3選舉區,劉雅文,民主進步黨,1981,9
111年縣市議員選舉,嘉義縣第3選舉區,吳思蓉,中國國民黨,1957,6
111年縣市議員選舉,嘉義縣第3選舉區,高義清,無,1974,7
111年縣市議員選舉,嘉義縣第3選舉區,陳信文,中國國民黨,1986,4
111年縣市議員選舉,嘉義縣第3選舉區,江志明,民主進步黨,1971,3
111年縣市議員選舉,嘉義縣第4選舉區,陳崇榮,無,1966,2
111年縣市議員選舉,嘉義縣第4選舉區,蔡奇璋,無,1960,7
111年縣市議員選舉,嘉義縣第4選舉區,呂文正,民主進步黨,1970,9
111年縣市議員選舉,嘉義縣第4選舉區,李國勝,中國國民黨,1964,10
111年縣市議員選舉,嘉義縣第4選舉區,黃嫈珺,民主進步黨,1983,6
111年縣市議員選舉,嘉義縣第4選舉區,姜梅紅,民主進步黨,1951,5
111年縣市議員選舉,嘉義縣第4選舉區,郭西川,無,1952,8
111年縣市議員選舉,嘉義縣第4選舉區,陳怡岳,民主進步黨,1974,3
111年縣市議員選舉,嘉義縣第5選舉區,黃金茂,無,1955,3
111年縣市議員選舉,嘉義縣第5選舉區,陳鳳梅,民主進步黨,1961,4
111年縣市議員選舉,嘉義縣第5選舉區,翁聰賢,民主進步黨,1971,2
111年縣市議員選舉,嘉義縣第6選舉區,凃文以,無,1956,4
111年縣市議員選舉,嘉義縣第6選舉區,陳柏麟,民主進步黨,1969,3
111年縣市議員選舉,嘉義縣第6選舉區,詹黃素蓮,中國國民黨,1953,11
111年縣市議員選舉,嘉義縣第6選舉區,蔡瀧賢,民主進步黨,1973,6
111年縣市議員選舉,嘉義縣第6選舉區,羅士洋,民主進步黨,1959,2
111年縣市議員選舉,嘉義縣第6選舉區,莊竣傑,無,1953,7
111年縣市議員選舉,嘉義縣第6選舉區,邱銀海,中國國民黨,1973,5
111年縣市議員選舉,嘉義縣第6選舉區,何子凡,無,1981,12
111年縣市議員選舉,嘉義縣第7選舉區,武清山,無,1962,1
111年縣市議員選舉,彰化縣第1選舉區,林茂明,無,1958,3
111年縣市議員選舉,彰化縣第1選舉區,洪信獻,無,1978,24
111年縣市議員選舉,彰化縣第1選舉區,吳明融,無,1963,11
111年縣市議員選舉,彰化縣第1選舉區,李寶銀,無,1978,1
111年縣市議員選舉,彰化縣第1選舉區,葉永清,中國國民黨,1968,19
111年縣市議員選舉,彰化縣第1選舉區,陳銌銌,無,1966,7
111年縣市議員選舉,彰化縣第1選舉區,宋玅女,無,1972,17
111年縣市議員選舉,彰化縣第1選舉區,黃千宴,中國國民黨,1972,15
111年縣市議員選舉,彰化縣第1選舉區,温芝樺,中國國民黨,1980,14
111年縣市議員選舉,彰化縣第1選舉區,李成濟,民主進步黨,1969,6
111年縣市議員選舉,彰化縣第1選舉區,顧黃水花,中國國民黨,1953,2
111年縣市議員選舉,彰化縣第1選舉區,許原龍,中國國民黨,1962,5
111年縣市議員選舉,彰化縣第1選舉區,吳韋達,時代力量,1984,16
111年縣市議員選舉,彰化縣第1選舉區,韓德生,中國國民黨,1973,22
111年縣市議員選舉,彰化縣第1選舉區,莊陞漢,民主進步黨,1978,8
111年縣市議員選舉,彰化縣第1選舉區,洪柏葳,無,1989,20
111年縣市議員選舉,彰化縣第1選舉區,白玉如,中國國民黨,1968,4
111年縣市議員選舉,彰化縣第2選舉區,郭燕陵,無,1994,6
111年縣市議員選舉,彰化縣第2選舉區,凃淑媚,中國國民黨,1964,4
111年縣市議員選舉,彰化縣第2選舉區,楊竣程,中國國民黨,1975,1
111年縣市議員選舉,彰化縣第2選舉區,鄭敬議,台灣民眾黨,1974,8
111年縣市議員選舉,彰化縣第2選舉區,施佩妤,無,1984,5
111年縣市議員選舉,彰化縣第2選舉區,楊妙月,民主進步黨,1970,3
111年縣市議員選舉,彰化縣第2選舉區,藍駿宇,民主進步黨,1991,2
111年縣市議員選舉,彰化縣第3選舉區,王國忠,民主進步黨,1962,5
111年縣市議員選舉,彰化縣第3選舉區,柯振杯,中國國民黨,1960,4
111年縣市議員選舉,彰化縣第3選舉區,賴清美,民主進步黨,1961,1
111年縣市議員選舉,彰化縣第3選舉區,周君綾,民主進步黨,1981,6
111年縣市議員選舉,彰化縣第3選舉區,林宗翰,無,1969,3
111年縣市議員選舉,彰化縣第3選舉區,施嘉華,中國國民黨,1985,7
111年縣市議員選舉,彰化縣第4選舉區,張錦昆,中國國民黨,1965,9
111年縣市議員選舉,彰化縣第4選舉區,凃俊任,中國國民黨,1978,3
111年縣市議員選舉,彰化縣第4選舉區,曹嘉豪,中國國民黨,1981,4
111年縣市議員選舉,彰化縣第4選舉區,張雪如,台灣民眾黨,1966,2
111年縣市議員選舉,彰化縣第4選舉區,賴澤民,民主進步黨,1984,12
111年縣市議員選舉,彰化縣第4選舉區,劉惠娟,中國國民黨,1972,10
111年縣市議員選舉,彰化縣第4選舉區,張欣倩,民主進步黨,1986,8
111年縣市議員選舉,彰化縣第4選舉區,詹閔雄,台灣維新,1973,5
111年縣市議員選舉,彰化縣第4選舉區,黃正盛,中國國民黨,1978,7
111年縣市議員選舉,彰化縣第5選舉區,陳清峰,無,1968,3
111年縣市議員選舉,彰化縣第5選舉區,洪本成,中國國民黨,1964,6
111年縣市議員選舉,彰化縣第5選舉區,歐陽蓁珠,民主進步黨,1955,7
111年縣市議員選舉,彰化縣第5選舉區,張春洋,無,1960,5
111年縣市議員選舉,彰化縣第5選舉區,陳玉姫,中國國民黨,1963,4
111年縣市議員選舉,彰化縣第6選舉區,許書維,民主進步黨,1973,7
111年縣市議員選舉,彰化縣第6選舉區,劉景滄,無,1970,4
111年縣市議員選舉,彰化縣第6選舉區,鄭俊雄,中國國民黨,1961,2
111年縣市議員選舉,彰化縣第7選舉區,李俊諭,民主進步黨,1958,3
111年縣市議員選舉,彰化縣第7選舉區,陳亞楠,無,1963,8
111年縣市議員選舉,彰化縣第7選舉區,李浩誠,中國國民黨,1973,1
111年縣市議員選舉,彰化縣第7選舉區,黃盛祿,無,1959,5
111年縣市議員選舉,彰化縣第7選舉區,吳錦潭,無,1957,6
111年縣市議員選舉,彰化縣第7選舉區,江熊一楓,民主進步黨,1952,7
111年縣市議員選舉,彰化縣第8選舉區,吳淑娟,無,1955,3
111年縣市議員選舉,彰化縣第8選舉區,蔡家豪,無,1986,4
111年縣市議員選舉,彰化縣第8選舉區,張國棟,中國國民黨,1958,6
111年縣市議員選舉,彰化縣第8選舉區,陳一惇,中國國民黨,1974,7
111年縣市議員選舉,彰化縣第8選舉區,洪騰明,民主進步黨,1975,5
111年縣市議員選舉,彰化縣第9選舉區,陳榮妹,中國國民黨,1963,1
111年縣市議員選舉,彰化縣第9選舉區,張新男,無,1961,2
111年縣市議員選舉,臺東縣第10選舉區,楊清順 Cinsun Pawtawan,中國國民黨,1969,1
111年縣市議員選舉,臺東縣第11選舉區,嚴惠美 Simoy・Sapod,無,1965,1
111年縣市議員選舉,臺東縣第11選舉區,楊秋珍,中國國民黨,1963,2
111年縣市議員選舉,臺東縣第11選舉區,武雪恩,無,1968,4
111年縣市議員選舉,臺東縣第11選舉區,高美珠,中國國民黨,1970,3
111年縣市議員選舉,臺東縣第12選舉區,古志成,中國國民黨,1971,1
111年縣市議員選舉,臺東縣第13選舉區,張全馨嵐,中國國民黨,1985,1
111年縣市議員選舉,臺東縣第13選舉區,余秀芳,無,1967,3
111年縣市議員選舉,臺東縣第14選舉區,章正輝 Lemaljiz・Kusaza,中國國民黨,1963,1
111年縣市議員選舉,臺東縣第15選舉區,林芳如,無,1968,1
111年縣市議員選舉,臺東縣第15選舉區,葉巴格力亞斯振宇,無,1965,2
111年縣市議員選舉,臺東縣第15選舉區,蔡玉玲,中國國民黨,1969,3
111年縣市議員選舉,臺東縣第16選舉區,黃碧妹,無,1962,1
111年縣市議員選舉,臺東縣第16選舉區,黃天德,無,1966,2
111年縣市議員選舉,臺東縣第1選舉區,吳景槐,無,1962,10
111年縣市議員選舉,臺東縣第1選舉區,黃治維,民主進步黨,1982,9
111年縣市議員選舉,臺東縣第1選舉區,余振維,民主進步黨,1979,11
111年縣市議員選舉,臺東縣第1選舉區,周達三,中國國民黨,1966,1
111年縣市議員選舉,臺東縣第1選舉區,陳允萍,無,1969,7
111年縣市議員選舉,臺東縣第1選舉區,劉秋美,無,1961,17
111年縣市議員選舉,臺東縣第1選舉區,王文怡,無,1977,16
111年縣市議員選舉,臺東縣第1選舉區,李建智,中國國民黨,1959,14
111年縣市議員選舉,臺東縣第1選舉區,林參天,無,1958,4
111年縣市議員選舉,臺東縣第1選舉區,吳秀華,中國國民黨,1973,5
111年縣市議員選舉,臺東縣第1選舉區,張國洲,中國國民黨,1957,19
111年縣市議員選舉,臺東縣第2選舉區,許文獻,民主進步黨,1965,2
111年縣市議員選舉,臺東縣第2選舉區,楊招信,中國國民黨,1954,1
111年縣市議員選舉,臺東縣第3選舉區,許進榮,無,1966,2
111年縣市議員選舉,臺東縣第4選舉區,張堯城,無,1967,5
111年縣市議員選舉,臺東縣第4選舉區,陳宏宗,無,1958,3
111年縣市議員選舉,臺東縣第4選舉區,林金樺,民主進步黨,1970,6
111年縣市議員選舉,臺東縣第4選舉區,戴文達,中國國民黨,1963,1
111年縣市議員選舉,臺東縣第5選舉區,翁麗吟,中國國民黨,1957,1
111年縣市議員選舉,臺東縣第5選舉區,林曉彤,無,1965,2
111年縣市議員選舉,臺東縣第6選舉區,林為德,無,1966,3
111年縣市議員選舉,臺東縣第6選舉區,王姷力,無,1969,2
111年縣市議員選舉,臺東縣第6選舉區,李數奼,中國國民黨,1955,4
111年縣市議員選舉,臺東縣第6選舉區,林誌鴻,無,1976,1
111年縣市議員選舉,臺東縣第7選舉區,陽昇宏,中國國民黨,1966,1
111年縣市議員選舉,臺東縣第7選舉區,陳政宗,無,1973,5
111年縣市議員選舉,臺東縣第7選舉區,方賢仁,中國國民黨,1956,4
111年縣市議員選舉,臺東縣第7選舉區,林琮翰,中國國民黨,1969,6
111年縣市議員選舉,臺東縣第7選舉區,林秀信,無,1946,3
111年縣市議員選舉,臺東縣第8選舉區,鄭崗山,中國國民黨,1970,1
111年縣市議員選舉,臺東縣第8選舉區,江堅壽,無,1959,2
111年縣市議員選舉,臺東縣第9選舉區,尤忠正,中國國民黨,1956,1
111年縣市議員選舉,澎湖縣第1選舉區,歐中慨,中國國民黨,1958,10
111年縣市議員選舉,澎湖縣第1選舉區,呂黃春金,民主進步黨,1960,6
111年縣市議員選舉,澎湖縣第1選舉區,胡松榮,無黨團結聯盟,1946,11
111年縣市議員選舉,澎湖縣第1選舉區,張再興,無,1952,9
111年縣市議員選舉,澎湖縣第1選舉區,劉陳昭玲,中國國民黨,1956,12
111年縣市議員選舉,澎湖縣第1選舉區,蘇陳綉色,無,1957,17
111年縣市議員選舉,澎湖縣第1選舉區,呂光宇,中國國民黨,1951,4
111年縣市議員選舉,澎湖縣第1選舉區,許國政,中國國民黨,1965,18
111年縣市議員選舉,澎湖縣第1選舉區,藍凱元,無,1976,8
111年縣市議員選舉,澎湖縣第2選舉區,吳政杰,中國國民黨,1967,3
111年縣市議員選舉,澎湖縣第2選舉區,蔡清續,民主進步黨,1957,2
111年縣市議員選舉,澎湖縣第2選舉區,許育愷,無,1965,1
111年縣市議員選舉,澎湖縣第4選舉區,許月里,無,1953,2
111年縣市議員選舉,澎湖縣第4選舉區,薛雲鴻,無,1962,1
111年縣市議員選舉,澎湖縣第5選舉區,陳佩真,無,1983,1
111年縣市議員選舉,澎湖縣第6選舉區,夏晨榮,無,1960,1
111年縣市議員選舉,澎湖縣第6選舉區,張仁和,無,1964,2
111年縣市議員選舉,南投縣第6選舉區,石慶龍 Rungquan・Lhkatafatu,無,1955,1
111年縣市議員選舉,南投縣第7選舉區,全文才 Balan・Soqluman,中國國民黨,1963,2
111年縣市議員選舉,南投縣第8選舉區,林婷立 Ali・Walis,中國國民黨,1979,2
111年縣市議員選舉,苗栗縣第7選舉區,楊文昌 Baiho・Watan,無,1960,2
111年縣市長選舉,高雄市,鄭宇翔,無,未知,1
111年縣市長選舉,高雄市,曾尹儷,無,未知,2
111年縣市長選舉,臺中市,陳美妃,無,未知,1
111年縣市長選舉,臺北市,張家豪,台灣動物保護黨,未知,1
111年縣市長選舉,臺北市,陳時中,民主進步黨,未知,12
111年縣市長選舉,臺北市,童文薰,無,未知,5
111年縣市長選舉,臺北市,鄭匡宇,無,未知,3
111年縣市長選舉,臺北市,黃聖峰,台澎黨,未知,4
111年縣市長選舉,臺北市,唐新民,無,未知,10
111年縣市長選舉,臺北市,王文娟,無,未知,2
111年縣市長選舉,臺北市,謝立康,無,未知,11
111年縣市議員選舉,桃園市第10選舉區,劉哲夫,無,未知,3
111年縣市議員選舉,桃園市第11選舉區,邱文威,無,未知,1
111年縣市議員選舉,桃園市第13選舉區,陳姿伶 Amuy ．Muwakay,中國國民黨,未知,6
111年縣市議員選舉,桃園市第13選舉區,林春蘭,親民黨,未知,4
111年縣市議員選舉,桃園市第13選舉區,蔡惠蘭,台灣維新,未知,7
111年縣市議員選舉,桃園市第14選舉區,蘇偉恩,無,未知,3
111年縣市議員選舉,桃園市第14選舉區,周星文,無,未知,2
111年縣市議員選舉,桃園市第14選舉區,歐蜜．偉浪,無,未知,1
111年縣市議員選舉,桃園市第14選舉區,湯宏鈞,無,未知,6
111年縣市議員選舉,桃園市第1選舉區,于北辰,無,未知,15
111年縣市議員選舉,桃園市第1選舉區,呂儀恬,無,未知,13
111年縣市議員選舉,桃園市第1選舉區,張凱翔,無,未知,23
111年縣市議員選舉,桃園市第1選舉區,張碩芳,中國國民黨,未知,27
111年縣市議員選舉,桃園市第1選舉區,凌濤,中國國民黨,未知,6
111年縣市議員選舉,桃園市第1選舉區,陳品杰,無,未知,20
111年縣市議員選舉,桃園市第1選舉區,藍士博,台灣基進,未知,1
111年縣市議員選舉,桃園市第1選舉區,連俊男,無,未知,8
111年縣市議員選舉,桃園市第2選舉區,陳葦澤,時代力量,未知,1
111年縣市議員選舉,桃園市第2選舉區,李宗豪,民主進步黨,未知,3
111年縣市議員選舉,桃園市第2選舉區,黃偉群,無,未知,5
111年縣市議員選舉,桃園市第3選舉區,呂宇晟,時代力量,未知,4
111年縣市議員選舉,桃園市第3選舉區,邱述文,無,未知,11
111年縣市議員選舉,桃園市第3選舉區,許家睿,民主進步黨,未知,1
111年縣市議員選舉,桃園市第3選舉區,趙宏勳,無,未知,10
111年縣市議員選舉,桃園市第3選舉區,伍世文,無,未知,3
111年縣市議員選舉,桃園市第4選舉區,徐鈺雯,時代力量,未知,8
111年縣市議員選舉,桃園市第4選舉區,余適霖,無,未知,1
111年縣市議員選舉,桃園市第4選舉區,錢龍,中國國民黨,未知,9
111年縣市議員選舉,桃園市第4選舉區,林宥辰,無,未知,7
111年縣市議員選舉,桃園市第6選舉區,徐慈檉,台灣民眾黨,未知,3
111年縣市議員選舉,桃園市第7選舉區,簡維成,無,未知,16
111年縣市議員選舉,桃園市第7選舉區,毛嘉慶,無,未知,20
111年縣市議員選舉,桃園市第7選舉區,林昭印,台灣民眾黨,未知,22
111年縣市議員選舉,桃園市第7選舉區,吳正吉,無,未知,11
111年縣市議員選舉,桃園市第7選舉區,游智彬,新黨,未知,19
111年縣市議員選舉,桃園市第7選舉區,黃柏儒,無,未知,6
111年縣市議員選舉,桃園市第7選舉區,李荳芽,小民參政歐巴桑聯盟,未知,7
111年縣市議員選舉,桃園市第7選舉區,謝克洋,中國國民黨,未知,3
111年縣市議員選舉,桃園市第8選舉區,高宇彥,無,未知,4
111年縣市議員選舉,桃園市第8選舉區,曾姸潔,台灣民眾黨,未知,6
111年縣市議員選舉,桃園市第8選舉區,陳韋曄,中國國民黨,未知,10
111年縣市議員選舉,桃園市第8選舉區,陳羽凡,中國國民黨,未知,11
111年縣市議員選舉,桃園市第9選舉區,蕭立妍,民主進步黨,未知,1
111年縣市議員選舉,桃園市第9選舉區,張清俊,台灣民眾黨,未知,4
111年縣市議員選舉,高雄市第10選舉區,黃彥毓,民主進步黨,未知,10
111年縣市議員選舉,高雄市第10選舉區,黃敬雅,台灣基進,未知,9
111年縣市議員選舉,高雄市第10選舉區,黃雍琇,民主進步黨,未知,4
111年縣市議員選舉,高雄市第10選舉區,湯茹婷,時代力量,未知,13
111年縣市議員選舉,高雄市第10選舉區,陳識明,中國國民黨,未知,15
111年縣市議員選舉,高雄市第10選舉區,余宗熹,無,未知,6
111年縣市議員選舉,高雄市第11選舉區,洪村銘,民主進步黨,未知,3
111年縣市議員選舉,高雄市第11選舉區,楊佩樺,台灣基進,未知,6
111年縣市議員選舉,高雄市第11選舉區,張雨柔,時代力量,未知,1
111年縣市議員選舉,高雄市第11選舉區,蔡永晶,無,未知,5
111年縣市議員選舉,高雄市第12選舉區,巫振興,民主進步黨,未知,2
111年縣市議員選舉,高雄市第12選舉區,余葆祈 FotolKila,無,未知,3
111年縣市議員選舉,高雄市第13選舉區,葛姵瑩,無,未知,1
111年縣市議員選舉,高雄市第14選舉區,林錫閔,無,未知,3
111年縣市議員選舉,高雄市第14選舉區,高忠德 Takiludun .Anu,無,未知,1
111年縣市議員選舉,高雄市第15選舉區,林榮昊,中國國民黨,未知,2
111年縣市議員選舉,高雄市第1選舉區,林慧欣,民主進步黨,未知,3
111年縣市議員選舉,高雄市第3選舉區,陳慶鴻,民主進步黨,未知,8
111年縣市議員選舉,高雄市第3選舉區,劉航遠,台灣基進,未知,2
111年縣市議員選舉,高雄市第3選舉區,黃思學,時代力量,未知,5
111年縣市議員選舉,高雄市第4選舉區,黃偵琳,民主進步黨,未知,17
111年縣市議員選舉,高雄市第4選舉區,陳子瑜,台灣基進,未知,18
111年縣市議員選舉,高雄市第4選舉區,鄭侑青,時代力量,未知,12
111年縣市議員選舉,高雄市第4選舉區,劉宥廷,無,未知,7
111年縣市議員選舉,高雄市第4選舉區,劉文晏,無,未知,1
111年縣市議員選舉,高雄市第4選舉區,白喬茵,中國國民黨,未知,3
111年縣市議員選舉,高雄市第5選舉區,黃飛鳳,民主進步黨,未知,1
111年縣市議員選舉,高雄市第5選舉區,張婷婷,台灣基進,未知,11
111年縣市議員選舉,高雄市第5選舉區,張惟晴,中國國民黨,未知,4
111年縣市議員選舉,高雄市第5選舉區,謝誌峰,無,未知,3
111年縣市議員選舉,高雄市第6選舉區,劉家榮,台灣民眾黨,未知,5
111年縣市議員選舉,高雄市第7選舉區,張博洋,台灣基進,未知,6
111年縣市議員選舉,高雄市第7選舉區,王文心,無,未知,4
111年縣市議員選舉,高雄市第8選舉區,湯詠瑜,民主進步黨,未知,5
111年縣市議員選舉,高雄市第8選舉區,許釆蓁,中國國民黨,未知,3
111年縣市議員選舉,高雄市第9選舉區,蘇致榮,民主進步黨,未知,11
111年縣市議員選舉,高雄市第9選舉區,徐尚賢,無,未知,14
111年縣市議員選舉,高雄市第9選舉區,羅章譽,無,未知,2
111年縣市議員選舉,高雄市第9選舉區,陳妙真,台灣民眾黨,未知,5
111年縣市議員選舉,高雄市第9選舉區,顧崇德,時代力量,未知,13
111年縣市議員選舉,新北市第10選舉區,蕭敬嚴,中國國民黨,未知,1
111年縣市議員選舉,新北市第11選舉區,彭立信,台灣民眾黨,未知,1
111年縣市議員選舉,新北市第12選舉區,吳國譽 La Ace Aming,中國國民黨,未知,2
111年縣市議員選舉,新北市第12選舉區,楊曉君,無,未知,7
111年縣市議員選舉,新北市第12選舉區,林霈宸,新黨,未知,8
111年縣市議員選舉,新北市第12選舉區,藞妏・尼卡兒,無,未知,4
111年縣市議員選舉,新北市第13選舉區,楊萬金,無,未知,1
111年縣市議員選舉,新北市第13選舉區,何應明,中國國民黨,未知,4
111年縣市議員選舉,新北市第1選舉區,陳家琪,中國國民黨,未知,5
111年縣市議員選舉,新北市第1選舉區,彭莉惠,民主進步黨,未知,3
111年縣市議員選舉,新北市第2選舉區,黃琦翔,台灣民眾黨,未知,8
111年縣市議員選舉,新北市第2選舉區,李宇翔,民主進步黨,未知,1
111年縣市議員選舉,新北市第2選舉區,郭原佑,無,未知,2
111年縣市議員選舉,新北市第3選舉區,吳香君,時代力量,未知,16
111年縣市議員選舉,新北市第3選舉區,翁震州,民主進步黨,未知,14
111年縣市議員選舉,新北市第3選舉區,黃聖超,中國國民黨,未知,2
111年縣市議員選舉,新北市第3選舉區,林秉宥,民主進步黨,未知,10
111年縣市議員選舉,新北市第3選舉區,郭岱軒,無,未知,7
111年縣市議員選舉,新北市第3選舉區,陳聰吉,無,未知,17
111年縣市議員選舉,新北市第3選舉區,戴湘儀,中國國民黨,未知,18
111年縣市議員選舉,新北市第3選舉區,陳炫銘,無,未知,3
111年縣市議員選舉,新北市第4選舉區,王景弘,時代力量,未知,14
111年縣市議員選舉,新北市第4選舉區,顏蔚慈,民主進步黨,未知,12
111年縣市議員選舉,新北市第4選舉區,林鼎超,中國國民黨,未知,11
111年縣市議員選舉,新北市第4選舉區,陳宛毓,小民參政歐巴桑聯盟,未知,5
111年縣市議員選舉,新北市第4選舉區,陳俊霖,台灣民眾黨,未知,3
111年縣市議員選舉,新北市第4選舉區,吳訓孝,中國國民黨,未知,13
111年縣市議員選舉,新北市第5選舉區,顏維勲,無,未知,9
111年縣市議員選舉,新北市第5選舉區,山田摩衣,民主進步黨,未知,15
111年縣市議員選舉,新北市第5選舉區,郭柏成,無,未知,12
111年縣市議員選舉,新北市第6選舉區,王如意,台灣民眾黨,未知,11
111年縣市議員選舉,新北市第6選舉區,陳逸展,無,未知,2
111年縣市議員選舉,新北市第8選舉區,簡元泰,無,未知,16
111年縣市議員選舉,新北市第8選舉區,彭一書,民主進步黨,未知,1
111年縣市議員選舉,新北市第8選舉區,高乃芸,民主進步黨,未知,10
111年縣市議員選舉,新北市第8選舉區,卓冠廷,民主進步黨,未知,17
111年縣市議員選舉,新北市第8選舉區,王正,勞動黨,未知,4
111年縣市議員選舉,新北市第8選舉區,呂家愷,中國國民黨,未知,12
111年縣市議員選舉,新北市第9選舉區,陳乃瑜,民主進步黨,未知,1
111年縣市議員選舉,新北市第9選舉區,黃心華,中國國民黨,未知,5
111年縣市議員選舉,臺中市第10選舉區,許瑞宏,台灣民眾黨,未知,7
111年縣市議員選舉,臺中市第10選舉區,黃敬傑,無,未知,5
111年縣市議員選舉,臺中市第11選舉區,何昆霖,民主進步黨,未知,1
111年縣市議員選舉,臺中市第11選舉區,陳雅惠,民主進步黨,未知,8
111年縣市議員選舉,臺中市第11選舉區,張鈺偵,小民參政歐巴桑聯盟,未知,2
111年縣市議員選舉,臺中市第11選舉區,林霈涵,中國國民黨,未知,10
111年縣市議員選舉,臺中市第11選舉區,林俊凱,台灣民眾黨,未知,9
111年縣市議員選舉,臺中市第11選舉區,徐小媚,時代力量,未知,3
111年縣市議員選舉,臺中市第12選舉區,黃佳恬,中國國民黨,未知,7
111年縣市議員選舉,臺中市第12選舉區,葉諾凡,台灣民眾黨,未知,5
111年縣市議員選舉,臺中市第12選舉區,吳吉森,無,未知,2
111年縣市議員選舉,臺中市第13選舉區,林子傑,無,未知,11
111年縣市議員選舉,臺中市第13選舉區,段中仁,無,未知,5
111年縣市議員選舉,臺中市第13選舉區,鄒明諺,時代力量,未知,10
111年縣市議員選舉,臺中市第13選舉區,陳裕承,無,未知,13
111年縣市議員選舉,臺中市第14選舉區,徐煊博,台灣基進,未知,4
111年縣市議員選舉,臺中市第16選舉區,古秀英,無,未知,2
111年縣市議員選舉,臺中市第16選舉區,劉新仁,民主進步黨,未知,1
111年縣市議員選舉,臺中市第17選舉區,孫造雄,民主進步黨,未知,1
111年縣市議員選舉,臺中市第2選舉區,紀金豐,無,未知,7
111年縣市議員選舉,臺中市第2選舉區,陳怡萱,小民參政歐巴桑聯盟,未知,2
111年縣市議員選舉,臺中市第2選舉區,陳奇勳,無,未知,9
111年縣市議員選舉,臺中市第3選舉區,林昊佑,無,未知,1
111年縣市議員選舉,臺中市第3選舉區,曾威,民主進步黨,未知,2
111年縣市議員選舉,臺中市第3選舉區,陳玄曄,無,未知,6
111年縣市議員選舉,臺中市第3選舉區,宋柏誼,無,未知,4
111年縣市議員選舉,臺中市第3選舉區,魏嘉慶,台灣民眾黨,未知,7
111年縣市議員選舉,臺中市第3選舉區,楊文元,無,未知,8
111年縣市議員選舉,臺中市第4選舉區,廖芝晏,民主進步黨,未知,4
111年縣市議員選舉,臺中市第4選舉區,邱愛珊,中國國民黨,未知,7
111年縣市議員選舉,臺中市第4選舉區,傅智恒,時代力量,未知,8
111年縣市議員選舉,臺中市第5選舉區,吳呈賢,中國國民黨,未知,11
111年縣市議員選舉,臺中市第5選舉區,黃威堯,無,未知,1
111年縣市議員選舉,臺中市第5選舉區,黃郁芩,小民參政歐巴桑聯盟,未知,10
111年縣市議員選舉,臺中市第5選舉區,鄭勁節,時代力量,未知,6
111年縣市議員選舉,臺中市第5選舉區,邢振華,無,未知,7
111年縣市議員選舉,臺中市第6選舉區,曾崇芳,無,未知,7
111年縣市議員選舉,臺中市第6選舉區,張仲翹,台灣民眾黨,未知,8
111年縣市議員選舉,臺中市第6選舉區,楊大鋐,中國國民黨,未知,6
111年縣市議員選舉,臺中市第6選舉區,羅東霖,無,未知,1
111年縣市議員選舉,臺中市第7選舉區,洪鑫任,台灣民眾黨,未知,6
111年縣市議員選舉,臺中市第7選舉區,何坤鑫,無,未知,2
111年縣市議員選舉,臺中市第8選舉區,謝家宜,民主進步黨,未知,6
111年縣市議員選舉,臺中市第9選舉區,陳俞融,民主進步黨,未知,5
111年縣市議員選舉,臺中市第9選舉區,林欣德,台灣民眾黨,未知,4
111年縣市議員選舉,臺北市第1選舉區,林志穎,無,未知,17
