學校名稱,學校體系,學位,系所名稱,在學學生人數,陸生人數,陸生所佔百分比,公私立
美和學校財團法人美和科技大學,技專校院,學,觀光系,385,0,0.00%,私立
美和學校財團法人美和科技大學,技專校院,學,運動與休閒管理系,293,0,0.00%,私立
美和學校財團法人美和科技大學,技專校院,碩,運動與休閒管理系,31,0,0.0%,私立
吳鳳科技大學,技專校院,學,幼兒保育系,310,0,0.00%,私立
吳鳳科技大學,技專校院,學,應用數位媒體系,418,0,0.00%,私立
吳鳳科技大學,技專校院,碩,應用數位媒體系,37,0,0.0%,私立
吳鳳科技大學,技專校院,學,應用日語系,104,0,0.00%,私立
吳鳳科技大學,技專校院,學,行銷與流通管理系,227,0,0.00%,私立
吳鳳科技大學,技專校院,學,安全科技與管理系,161,0,0.00%,私立
吳鳳科技大學,技專校院,學,資訊管理系,1,0,0.00%,私立
吳鳳科技大學,技專校院,學,資訊工程系,45,0,0.00%,私立
吳鳳科技大學,技專校院,學,應用遊戲科技系,17,0,0.00%,私立
吳鳳科技大學,技專校院,學,電機工程系,701,0,0.00%,私立
吳鳳科技大學,技專校院,學,機械工程系,515,0,0.00%,私立
吳鳳科技大學,技專校院,碩,光機電暨材料研究所,29,0,0.0%,私立
吳鳳科技大學,技專校院,學,車輛科技與經營管理系,35,0,0.00%,私立
吳鳳科技大學,技專校院,學,長期照護系,124,0,0.00%,私立
吳鳳科技大學,技專校院,學,美容美髮造型設計系,200,0,0.00%,私立
吳鳳科技大學,技專校院,學,餐旅管理系,622,0,0.00%,私立
吳鳳科技大學,技專校院,碩,餐旅管理系餐旅管理與餐飲安全碩士班,24,0,0.0%,私立
吳鳳科技大學,技專校院,學,觀光休閒管理系,353,0,0.00%,私立
吳鳳科技大學,技專校院,學,休閒遊憩與運動管理系,603,0,0.00%,私立
吳鳳科技大學,技專校院,學,消防系,629,0,0.00%,私立
吳鳳科技大學,技專校院,碩,消防系,27,0,0.0%,私立
環球學校財團法人環球科技大學,技專校院,學,多媒體動畫設計系,122,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,學,視覺傳達設計系,222,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,碩,視覺傳達設計系文化創意設計碩士班,33,0,0.0%,私立
環球學校財團法人環球科技大學,技專校院,學,創意商品設計系,60,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,學,應用外語系,67,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,學,東南亞經貿與數位金融管理學士學位學程,24,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,學,企業管理系,570,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,碩,企業管理系中小企業經營策略管理碩士班,57,0,0.0%,私立
環球學校財團法人環球科技大學,技專校院,碩,公共事務管理研究所,56,0,0.0%,私立
環球學校財團法人環球科技大學,技專校院,學,行銷管理系,959,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,碩,觀光與生態旅遊系環境資源管理碩士班,36,0,0.0%,私立
環球學校財團法人環球科技大學,技專校院,學,資訊與電子商務管理系,167,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,學,生物技術系,96,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,碩,生物技術系,23,0,0.0%,私立
環球學校財團法人環球科技大學,技專校院,學,幼兒保育系,319,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,學,時尚造型設計系,262,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,學,餐飲廚藝系,452,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,學,觀光與餐飲旅館系,713,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,學,觀光與生態旅遊系,116,0,0.00%,私立
環球學校財團法人環球科技大學,技專校院,學,運動保健與防護系,134,0,0.00%,私立
台灣首府學校財團法人台灣首府大學,一般大學,碩,教育研究所,21,0,0.0%,私立
台灣首府學校財團法人台灣首府大學,一般大學,碩,幼兒教育學系,10,0,0.0%,私立
台灣首府學校財團法人台灣首府大學,一般大學,學,企業管理學系,106,0,0.00%,私立
台灣首府學校財團法人台灣首府大學,一般大學,學,休閒資訊管理學系,130,0,0.00%,私立
台灣首府學校財團法人台灣首府大學,一般大學,學,數位娛樂與遊戲設計學系,1,0,0.00%,私立
台灣首府學校財團法人台灣首府大學,一般大學,學,資訊與多媒體設計學系,71,0,0.00%,私立
台灣首府學校財團法人台灣首府大學,一般大學,學,餐旅管理學系,322,0,0.00%,私立
台灣首府學校財團法人台灣首府大學,一般大學,學,烘焙管理學系,236,0,0.00%,私立
台灣首府學校財團法人台灣首府大學,一般大學,學,飯店管理學系,154,0,0.00%,私立
台灣首府學校財團法人台灣首府大學,一般大學,學,觀光事業管理學系,183,0,0.00%,私立
台灣首府學校財團法人台灣首府大學,一般大學,學,休閒管理學系,142,0,0.00%,私立
台灣首府學校財團法人台灣首府大學,一般大學,碩,休閒管理學系,14,0,0.0%,私立
中州學校財團法人中州科技大學,技專校院,學,視訊傳播系,68,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,行銷與流通管理系,227,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,資訊管理系,133,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,資訊管理系,86,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,多媒體與遊戲發展科學系,108,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,電機與能源科技系,153,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,機械與自動化工程系,166,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,碩,機械與自動化工程系工程技術碩士班,12,0,0.0%,私立
中州學校財團法人中州科技大學,技專校院,學,智慧自動化工程系,157,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,碩,智慧自動化工程系工程技術碩士班,35,0,0.0%,私立
中州學校財團法人中州科技大學,技專校院,學,保健食品系,167,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,碩,保健食品系,29,0,0.0%,私立
中州學校財團法人中州科技大學,技專校院,學,景觀系,79,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,幼兒保育系_馬來西亞境外學前教保(二技進修學制學士班)專班,2,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,幼兒保育與家庭服務系,665,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,時尚創意設計與管理系,143,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,餐飲廚藝系,289,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,餐旅事業管理系,129,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,運動與健康促進系,99,0,0.00%,私立
中州學校財團法人中州科技大學,技專校院,學,觀光與休閒管理系,426,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,學,數位媒體設計系,260,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,學,應用英語系,223,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,學,應用日語系,374,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,學,應用財務金融系,22,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,學,國際企業經營系,445,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,學,行銷與流通管理系,427,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,學,人力資源管理與發展系,173,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,碩,人力資源管理與發展系,31,0,0.0%,私立
修平學校財團法人修平科技大學,技專校院,學,資訊網路技術系,155,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,學,資訊管理系,307,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,學,能源與材料科技系,20,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,學,電機工程系,475,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,碩,電機工程系,17,0,0.0%,私立
修平學校財團法人修平科技大學,技專校院,學,電子工程系,288,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,學,機械工程系,1140,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,碩,機械工程系精密機械與製造科技碩士班,6,0,0.0%,私立
修平學校財團法人修平科技大學,技專校院,學,工業工程與管理系,398,0,0.00%,私立
修平學校財團法人修平科技大學,技專校院,碩,工業工程與管理系精實生產管理碩在,10,0,0.0%,私立
修平學校財團法人修平科技大學,技專校院,學,觀光與遊憩管理系,299,0,0.00%,私立
長庚學校財團法人長庚科技大學,技專校院,碩,健康產業科技研究所,23,0,0.0%,私立
長庚學校財團法人長庚科技大學,技專校院,學,保健營養系,352,0,0.00%,私立
長庚學校財團法人長庚科技大學,技專校院,學,護理系,4749,0,0.00%,私立
長庚學校財團法人長庚科技大學,技專校院,碩,護理系,129,0,0.0%,私立
長庚學校財團法人長庚科技大學,技專校院,學,呼吸照護系,92,0,0.00%,私立
長庚學校財團法人長庚科技大學,技專校院,學,高齡暨健康照護管理系,169,0,0.00%,私立
長庚學校財團法人長庚科技大學,技專校院,碩,高齡暨健康照護管理系,36,0,0.0%,私立
長庚學校財團法人長庚科技大學,技專校院,學,化妝品應用系,374,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,流行音樂事業學士學位學程,353,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,應用外語系,576,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,行銷與流通管理系,527,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,資訊管理系,287,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,碩,資訊管理系電子商務碩士班,18,0,0.0%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,資訊工程系,605,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,碩,資訊工程系_資訊應用產業碩士專班,9,0,0.0%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,電機工程系,798,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,電腦與通訊工程系,400,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,機械工程系,1235,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,碩,機械工程系機電整合碩士班,27,0,0.0%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,化妝品應用與管理系,816,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,旅館事業管理學士學位學程,216,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,餐飲管理系,1333,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,烘焙創意與經營管理學士學位學程,240,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,觀光事業系,694,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,休閒事業系,892,0,0.00%,私立
城市學校財團法人臺北城市科技大學,技專校院,碩,休閒事業系,34,0,0.0%,私立
城市學校財團法人臺北城市科技大學,技專校院,學,會議展覽服務業(專業人員)學位學程,143,0,0.00%,私立
大華學校財團法人大華科技大學,技專校院,學,商務與觀光企劃系,63,0,0.00%,私立
大華學校財團法人大華科技大學,技專校院,學,資訊管理系,201,0,0.00%,私立
大華學校財團法人大華科技大學,技專校院,碩,電機工程系,2,0,0.0%,私立
大華學校財團法人大華科技大學,技專校院,學,電機工程系,56,0,0.00%,私立
大華學校財團法人大華科技大學,技專校院,學,機電工程系,124,0,0.00%,私立
大華學校財團法人大華科技大學,技專校院,碩,機電工程系,1,0,0.0%,私立
大華學校財團法人大華科技大學,技專校院,學,工業工程與管理系,152,0,0.00%,私立
大華學校財團法人大華科技大學,技專校院,學,餐飲管理系,360,0,0.00%,私立
大華學校財團法人大華科技大學,技專校院,學,運動與健康促進系,32,0,0.00%,私立
大華學校財團法人大華科技大學,技專校院,學,觀光管理系,166,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,數位設計系,367,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,時尚造形設計系,645,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,商業設計系,403,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,流行音樂創作學士學位學程,145,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,表演藝術系,344,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,應用英語系,381,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,理財經營管理系,98,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,財務金融系,149,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,行銷與流通管理系,631,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,碩,行銷與流通管理系,66,0,0.0%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,國際商務系,260,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,時尚產業經營管理系,120,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,企業管理系,757,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,資訊管理系,251,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,資訊科技應用系,286,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,碩,資訊科技應用系,63,0,0.0%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,餐旅管理系,1358,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,觀光休閒系,1252,0,0.00%,私立
醒吾學校財團法人醒吾科技大學,技專校院,碩,觀光休閒系,26,0,0.0%,私立
醒吾學校財團法人醒吾科技大學,技專校院,學,旅運管理系,470,0,0.00%,私立
文藻學校財團法人文藻外語大學,技專校院,碩,華語文教學研究所,37,0,0.0%,私立
文藻學校財團法人文藻外語大學,技專校院,碩,創意藝術產業研究所,16,0,0.0%,私立
文藻學校財團法人文藻外語大學,技專校院,碩,外語文教事業發展研究所,52,0,0.0%,私立
文藻學校財團法人文藻外語大學,技專校院,學,英文科_雙外語跨領域國際專業人才專班,42,0,0.00%,私立
文藻學校財團法人文藻外語大學,技專校院,學,雙外語跨領域國際專業人才菁英班,35,0,0.00%,私立
文藻學校財團法人文藻外語大學,技專校院,碩,歐洲研究所,20,0,0.0%,私立
文藻學校財團法人文藻外語大學,技專校院,碩,東南亞碩士學位學程,10,0,0.0%,私立
文藻學校財團法人文藻外語大學,技專校院,學,東南亞學系,43,0,0.00%,私立
文藻學校財團法人文藻外語大學,技專校院,學,國際企業管理系,373,0,0.00%,私立
文藻學校財團法人文藻外語大學,技專校院,學,國際商務英語學士學位學程,141,0,0.00%,私立
文藻學校財團法人文藻外語大學,技專校院,碩,國際事業暨跨文化管理研究所,15,0,0.0%,私立
文藻學校財團法人文藻外語大學,技專校院,學,數位內容應用與管理系,339,0,0.00%,私立
文藻學校財團法人文藻外語大學,技專校院,學,國際觀光與會展學士學位學程,113,0,0.00%,私立
華夏學校財團法人華夏科技大學,技專校院,學,數位媒體設計系,346,0,0.00%,私立
華夏學校財團法人華夏科技大學,技專校院,學,室內設計系,274,0,0.00%,私立
華夏學校財團法人華夏科技大學,技專校院,學,企業管理系,613,0,0.00%,私立
華夏學校財團法人華夏科技大學,技專校院,學,資產與物業管理系,215,0,0.00%,私立
華夏學校財團法人華夏科技大學,技專校院,碩,資產與物業管理系,55,0,0.0%,私立
華夏學校財團法人華夏科技大學,技專校院,學,資訊管理系,538,0,0.00%,私立
華夏學校財團法人華夏科技大學,技專校院,碩,資訊管理系,27,0,0.0%,私立
華夏學校財團法人華夏科技大學,技專校院,學,資訊工程系,202,0,0.00%,私立
華夏學校財團法人華夏科技大學,技專校院,學,電機工程系,376,0,0.00%,私立
華夏學校財團法人華夏科技大學,技專校院,學,電子工程系,101,0,0.00%,私立
華夏學校財團法人華夏科技大學,技專校院,碩,智慧型機器人研究所,30,0,0.0%,私立
華夏學校財團法人華夏科技大學,技專校院,學,機器人學士學位學程,28,0,0.00%,私立
華夏學校財團法人華夏科技大學,技專校院,學,機械工程系,383,0,0.00%,私立
華夏學校財團法人華夏科技大學,技專校院,學,建築系,304,0,0.00%,私立
慈濟學校財團法人慈濟科技大學,技專校院,學,行銷與流通管理系,182,0,0.00%,私立
慈濟學校財團法人慈濟科技大學,技專校院,學,醫務暨健康管理系,237,0,0.00%,私立
慈濟學校財團法人慈濟科技大學,技專校院,學,資訊科技與管理系,211,0,0.00%,私立
慈濟學校財團法人慈濟科技大學,技專校院,學,護理系,2279,0,0.00%,私立
慈濟學校財團法人慈濟科技大學,技專校院,碩,放射醫學科學研究所,19,0,0.0%,私立
慈濟學校財團法人慈濟科技大學,技專校院,學,醫學影像暨放射科學系,169,0,0.00%,私立
慈濟學校財團法人慈濟科技大學,技專校院,碩,長期照護研究所,18,0,0.0%,私立
慈濟學校財團法人慈濟科技大學,技專校院,學,長期照護科_外國學生產學合作專班,21,0,0.00%,私立
致理學校財團法人致理科技大學,技專校院,學,應用英語系,1352,0,0.00%,私立
致理學校財團法人致理科技大學,技專校院,學,應用日語系,690,0,0.00%,私立
致理學校財團法人致理科技大學,技專校院,學,保險金融管理系,2,0,0.00%,私立
致理學校財團法人致理科技大學,技專校院,碩,企業管理系服務業經營管理碩在,85,0,0.0%,私立
致理學校財團法人致理科技大學,技專校院,碩,國際貿易系,21,0,0.0%,私立
致理學校財團法人致理科技大學,技專校院,學,資訊管理系,203,0,0.00%,私立
致理學校財團法人致理科技大學,技專校院,學,資訊管理系,647,0,0.00%,私立
致理學校財團法人致理科技大學,技專校院,學,休閒遊憩管理系,667,0,0.00%,私立
致理學校財團法人致理科技大學,技專校院,學,休閒旅遊管理實務_產學攜手專班,37,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,學,數位影視動畫科,376,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,學,應用外語科,279,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,碩,應用外語學系,13,0,0.0%,私立
康寧學校財團法人康寧大學,一般大學,學,資訊傳播學系,19,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,碩,資訊傳播學系,6,0,0.0%,私立
康寧學校財團法人康寧大學,一般大學,學,企業管理科,280,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,碩,企業管理學系,43,0,0.0%,私立
康寧學校財團法人康寧大學,一般大學,學,資訊管理科,309,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,學,健康數位科技學系,17,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,碩,健康數位科技學系,2,0,0.0%,私立
康寧學校財團法人康寧大學,一般大學,學,護理科,1012,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,學,健康照護管理學系,48,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,碩,健康照護管理學系,12,0,0.0%,私立
康寧學校財團法人康寧大學,一般大學,學,視光科,374,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,學,長期照護學系,90,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,學,嬰幼兒保育科,658,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,學,保健美容學系,3,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,學,餐飲管理學系,25,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,碩,餐飲管理學系,5,0,0.0%,私立
康寧學校財團法人康寧大學,一般大學,學,休閒管理學系,45,0,0.00%,私立
康寧學校財團法人康寧大學,一般大學,碩,休閒管理學系,25,0,0.0%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,創意產品設計系,131,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,室內設計系,278,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,應用外語科,320,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,應用英語系,262,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,企業管理系,347,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,不動產經營系,208,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,會展活動管理系,304,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,資訊工程系,511,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,電腦與通訊工程系,177,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,電子工程系,112,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,機械工程系,403,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,建築科,13,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,土木工程系,321,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,園藝系,18,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,餐旅管理系,1188,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,餐飲廚藝系,657,0,0.00%,私立
宏國學校財團法人宏國德霖科技大學,技專校院,學,休閒事業管理系,482,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,學,影視藝術系,151,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,學,動畫多媒體設計科,74,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,學,流行商品設計系,142,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,碩,流行商品設計系,17,0,0.0%,私立
東方學校財團法人東方設計大學,技專校院,碩,文化創意設計研究所,59,0,0.0%,私立
東方學校財團法人東方設計大學,技專校院,學,遊戲與玩具設計科,93,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,學,室內設計系,322,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,碩,室內設計系住居整合設計碩士班,22,0,0.0%,私立
東方學校財團法人東方設計大學,技專校院,學,攝影學位學程,2,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,碩,美術工藝系,28,0,0.0%,私立
東方學校財團法人東方設計大學,技專校院,學,表演藝術學位學程,11,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,學,設計行銷系,451,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,學,遊戲與動畫設計系,203,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,學,時尚美妝設計系,118,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,碩,時尚美妝設計系,17,0,0.0%,私立
東方學校財團法人東方設計大學,技專校院,學,餐飲管理系,520,0,0.00%,私立
東方學校財團法人東方設計大學,技專校院,學,觀光與休閒事業管理系,149,0,0.00%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,學,數位媒體設計系,135,0,0.00%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,學,視覺傳達設計系,55,0,0.00%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,學,時尚造型設計系,214,0,0.00%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,學,創意商品設計系,66,0,0.00%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,學,攝影學士學位學程,49,0,0.00%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,學,表演藝術系,342,0,0.00%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,碩,文化創意設計研究所,29,0,0.0%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,學,影視傳播系,139,0,0.00%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,學,經營管理系,876,0,0.00%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,碩,經營管理系碩士班,47,0,0.0%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,學,智慧生活科技學士學位學程,6,0,0.00%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,學,觀光旅遊管理系,422,0,0.00%,私立
崇右學校財團法人崇右影藝科技大學,技專校院,學,休閒事業經營系,143,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,視覺傳達設計系,262,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,時尚造型設計管理系,301,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,數位遊戲與動畫設計系,453,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,表演藝術系,117,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,輪機工程系,410,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,食品科技與行銷系,154,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,碩,食品科技與行銷系,34,0,0.0%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,健康促進與銀髮保健系,239,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,健康照顧社會工作系,364,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,餐飲管理系,507,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,旅遊管理系,273,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,海洋休閒觀光系,212,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,碩,海洋休閒觀光系,47,0,0.0%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,海洋運動休閒系,428,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,海空物流與行銷系,341,0,0.00%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,碩,海空物流與行銷系,55,0,0.0%,私立
台北海洋學校財團法人台北海洋科技大學,技專校院,學,航海系,294,0,0.00%,私立
中信學校財團法人中信金融管理學院,一般大學,碩,企業管理學系金融管理碩士班,61,0,0.0%,私立
中信學校財團法人中信金融管理學院,一般大學,學,金融管理學院學士班,68,0,0.00%,私立
中信學校財團法人中信金融管理學院,一般大學,學,財經法律學系,171,0,0.00%,私立
中信學校財團法人中信金融管理學院,一般大學,碩,財經法律學系,22,0,0.0%,私立
中信學校財團法人中信金融管理學院,一般大學,學,人工智慧學系,44,0,0.00%,私立
中信學校財團法人中信金融管理學院,一般大學,學,文化創意與觀光學系,1,0,0.00%,私立
大漢技術學院,技專校院,學,珠寶技術系,38,0,0.00%,私立
大漢技術學院,技專校院,學,企業管理系,323,0,0.00%,私立
大漢技術學院,技專校院,碩,企業管理系流通與行銷管理碩士班,37,0,0.0%,私立
大漢技術學院,技專校院,學,機械工程系,41,0,0.00%,私立
大漢技術學院,技專校院,學,土木工程與環境資源管理系,256,0,0.00%,私立
大漢技術學院,技專校院,碩,土木工程與環境資源管理系,40,0,0.0%,私立
大漢技術學院,技專校院,學,休閒遊憩與觀光餐旅管理系,340,0,0.00%,私立
和春技術學院,技專校院,學,多媒體設計系,34,0,0.00%,私立
和春技術學院,技專校院,學,流行時尚造型設計系,70,0,0.00%,私立
和春技術學院,技專校院,學,商品設計系,27,0,0.00%,私立
和春技術學院,技專校院,學,應用外語系,49,0,0.00%,私立
和春技術學院,技專校院,學,傳播藝術系,16,0,0.00%,私立
和春技術學院,技專校院,學,財務金融系,2,0,0.00%,私立
和春技術學院,技專校院,學,企業管理系,52,0,0.00%,私立
和春技術學院,技專校院,學,行銷與流通管理系,1,0,0.00%,私立
和春技術學院,技專校院,學,流通管理科,3,0,0.00%,私立
和春技術學院,技專校院,學,資訊管理系,190,0,0.00%,私立
和春技術學院,技專校院,學,資訊工程系,9,0,0.00%,私立
和春技術學院,技專校院,碩,電機工程系,8,0,0.0%,私立
和春技術學院,技專校院,學,電機工程系,54,0,0.00%,私立
和春技術學院,技專校院,學,工業工程與管理系,216,0,0.00%,私立
和春技術學院,技專校院,學,餐飲管理系,148,0,0.00%,私立
和春技術學院,技專校院,學,觀光與休閒事業管理系,111,0,0.00%,私立
亞東技術學院,技專校院,學,工商業設計系,359,0,0.00%,私立
亞東技術學院,技專校院,學,行銷與流通管理系,331,0,0.00%,私立
亞東技術學院,技專校院,碩,行銷與流通管理系碩士班,15,0,0.0%,私立
亞東技術學院,技專校院,學,醫務管理系,352,0,0.00%,私立
