學校名稱,學校體系,學位,系所名稱,在學學生人數,陸生人數,陸生所佔百分比,公私立
亞東技術學院,技專校院,學,工業管理系,345,0,0.00%,私立
亞東技術學院,技專校院,學,資訊管理系,330,0,0.00%,私立
亞東技術學院,技專校院,學,電機工程系,551,0,0.00%,私立
亞東技術學院,技專校院,學,電子工程系,524,0,0.00%,私立
亞東技術學院,技專校院,學,通訊工程系,345,0,0.00%,私立
亞東技術學院,技專校院,碩,通訊工程系碩士班,19,0,0.0%,私立
亞東技術學院,技專校院,學,機械工程系,623,0,0.00%,私立
亞東技術學院,技專校院,學,材料與纖維系,356,0,0.00%,私立
亞東技術學院,技專校院,碩,材料與纖維系應用科技碩士班,11,0,0.0%,私立
亞東技術學院,技專校院,學,護理系,336,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,視覺傳達設計系,13,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,室內設計系,260,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,創意流行時尚設計系,14,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,觀光英語科,22,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,企業管理系,474,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,行銷與流通管理系,14,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,碩,應用科技研究所,1,0,0.0%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,資訊管理系,28,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,資訊工程系,122,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,環境科技與管理系,90,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,機械工程系,670,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,碩,機械工程系機械與機電工程碩士班,17,0,0.0%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,車輛工程科,115,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,幼兒保育系,710,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,美容與造型系,129,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,餐旅管理系,163,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,餐飲廚藝管理系,295,0,0.00%,私立
南亞科技學校財團法人南亞技術學院,技專校院,學,休閒事業管理系,591,0,0.00%,私立
稻江科技暨管理學院,一般大學,學,幼兒教育學系,197,0,0.00%,私立
稻江科技暨管理學院,一般大學,碩,幼兒教育學系,30,0,0.0%,私立
稻江科技暨管理學院,一般大學,學,時尚設計學系,8,0,0.00%,私立
稻江科技暨管理學院,一般大學,學,動畫遊戲設計學系,142,0,0.00%,私立
稻江科技暨管理學院,一般大學,碩,動畫遊戲設計學系,7,0,0.0%,私立
稻江科技暨管理學院,一般大學,學,表演藝術學士學位學程,71,0,0.00%,私立
稻江科技暨管理學院,一般大學,學,經營管理進修學士學位學程,143,0,0.00%,私立
稻江科技暨管理學院,一般大學,學,法律學士學位學程,135,0,0.00%,私立
稻江科技暨管理學院,一般大學,學,行動科技學系,45,0,0.00%,私立
稻江科技暨管理學院,一般大學,學,原住民老人福祉與社會工作專班,3,0,0.00%,私立
稻江科技暨管理學院,一般大學,學,社會工作學系,245,0,0.00%,私立
稻江科技暨管理學院,一般大學,學,時尚美容藝術與保健管理學士學位學程,132,0,0.00%,私立
稻江科技暨管理學院,一般大學,學,時尚美容藝術管理學系,65,0,0.00%,私立
稻江科技暨管理學院,一般大學,學,餐飲管理學系,238,0,0.00%,私立
稻江科技暨管理學院,一般大學,碩,餐飲管理學系,7,0,0.0%,私立
稻江科技暨管理學院,一般大學,學,觀光規劃進修學士學位學程,86,0,0.00%,私立
稻江科技暨管理學院,一般大學,學,休閒遊憩管理學系,224,0,0.00%,私立
稻江科技暨管理學院,一般大學,碩,休閒遊憩管理學系,77,0,0.0%,私立
蘭陽技術學院,技專校院,學,建築與室內設計系,132,0,0.00%,私立
蘭陽技術學院,技專校院,學,應用外語科,1,0,0.00%,私立
蘭陽技術學院,技專校院,學,數位行銷系,53,0,0.00%,私立
蘭陽技術學院,技專校院,學,電腦應用工程系,2,0,0.00%,私立
蘭陽技術學院,技專校院,學,機電工程系,130,0,0.00%,私立
蘭陽技術學院,技專校院,學,創意產品科技應用科,2,0,0.00%,私立
蘭陽技術學院,技專校院,學,建築科,2,0,0.00%,私立
蘭陽技術學院,技專校院,學,化妝品應用科,1,0,0.00%,私立
蘭陽技術學院,技專校院,學,時尚美容設計系,97,0,0.00%,私立
蘭陽技術學院,技專校院,學,餐旅管理系,283,0,0.00%,私立
蘭陽技術學院,技專校院,學,觀光旅遊系,63,0,0.00%,私立
蘭陽技術學院,技專校院,學,健康休閒管理系,168,0,0.00%,私立
黎明技術學院,技專校院,學,影視傳播系,137,0,0.00%,私立
黎明技術學院,技專校院,學,創意產品設計系,104,0,0.00%,私立
黎明技術學院,技專校院,學,時尚經營管理系,171,0,0.00%,私立
黎明技術學院,技專校院,學,時尚設計系,166,0,0.00%,私立
黎明技術學院,技專校院,學,服飾設計系,122,0,0.00%,私立
黎明技術學院,技專校院,學,表演藝術系,470,0,0.00%,私立
黎明技術學院,技專校院,學,戲劇系,80,0,0.00%,私立
黎明技術學院,技專校院,學,表演藝術系,55,0,0.00%,私立
黎明技術學院,技專校院,學,企業管理系,18,0,0.00%,私立
黎明技術學院,技專校院,學,資訊管理系,37,0,0.00%,私立
黎明技術學院,技專校院,學,資訊科技系,133,0,0.00%,私立
黎明技術學院,技專校院,學,數位多媒體系,511,0,0.00%,私立
黎明技術學院,技專校院,學,電機工程系,719,0,0.00%,私立
黎明技術學院,技專校院,學,機械工程系,363,0,0.00%,私立
黎明技術學院,技專校院,學,車輛工程系,289,0,0.00%,私立
黎明技術學院,技專校院,學,化妝品應用系,557,0,0.00%,私立
黎明技術學院,技專校院,學,旅館管理系,132,0,0.00%,私立
黎明技術學院,技專校院,學,餐飲管理系,806,0,0.00%,私立
黎明技術學院,技專校院,學,觀光休閒系,190,0,0.00%,私立
經國管理暨健康學院,技專校院,碩,健康產業管理研究所,70,0,0.0%,私立
經國管理暨健康學院,技專校院,學,醫護資訊應用系,94,0,0.00%,私立
經國管理暨健康學院,技專校院,學,食品保健系,234,0,0.00%,私立
經國管理暨健康學院,技專校院,學,口腔衛生照護系,55,0,0.00%,私立
經國管理暨健康學院,技專校院,學,護理系,1429,0,0.00%,私立
經國管理暨健康學院,技專校院,學,高齡照顧福祉系,202,0,0.00%,私立
經國管理暨健康學院,技專校院,學,幼兒保育系,631,0,0.00%,私立
經國管理暨健康學院,技專校院,碩,幼兒保育系碩士班,10,0,0.0%,私立
經國管理暨健康學院,技專校院,學,美容流行設計系,280,0,0.00%,私立
經國管理暨健康學院,技專校院,學,餐旅管理系_國際學生產學合作餐飲服務專班,33,0,0.00%,私立
經國管理暨健康學院,技專校院,學,餐飲廚藝系_餐飲廚藝專班,34,0,0.00%,私立
經國管理暨健康學院,技專校院,學,餐旅廚藝管理系,1206,0,0.00%,私立
經國管理暨健康學院,技專校院,學,觀光休閒與健康系,250,0,0.00%,私立
大同技術學院,技專校院,學,商業經營與設計系,63,0,0.00%,私立
大同技術學院,技專校院,學,茶文化事業經營管理系,12,0,0.00%,私立
大同技術學院,技專校院,學,社會工作與服務管理系,305,0,0.00%,私立
大同技術學院,技專校院,學,時尚造型設計系,156,0,0.00%,私立
大同技術學院,技專校院,學,餐飲管理系,225,0,0.00%,私立
大同技術學院,技專校院,學,烘焙管理系,308,0,0.00%,私立
大同技術學院,技專校院,學,旅遊與休閒娛樂管理系,124,0,0.00%,私立
大同技術學院,技專校院,學,運動健康與休閒系,85,0,0.00%,私立
大同技術學院,技專校院,學,婚禮企劃與設計系,56,0,0.00%,私立
大同技術學院,技專校院,學,茶文化與事業經營學士學位學程,76,0,0.00%,私立
臺灣觀光學院,技專校院,學,銀髮族健康管理系,7,0,0.00%,私立
臺灣觀光學院,技專校院,學,旅館管理系,7,0,0.00%,私立
臺灣觀光學院,技專校院,學,餐飲管理系,32,0,0.00%,私立
臺灣觀光學院,技專校院,學,廚藝管理系,207,0,0.00%,私立
臺灣觀光學院,技專校院,學,觀光旅遊系,7,0,0.00%,私立
臺灣觀光學院,技專校院,學,觀光休閒系,21,0,0.00%,私立
臺灣觀光學院,技專校院,學,觀光餐旅系,301,0,0.00%,私立
臺灣觀光學院,技專校院,碩,觀光餐旅系碩士班,26,0,0.0%,私立
馬偕學校財團法人馬偕醫學院,一般大學,博,生物醫學研究所,2,0,0.0%,私立
馬偕學校財團法人馬偕醫學院,一般大學,碩,生物醫學研究所,12,0,0.0%,私立
馬偕學校財團法人馬偕醫學院,一般大學,碩,高齡福祉科技研究所,3,0,0.0%,私立
馬偕學校財團法人馬偕醫學院,一般大學,學,醫學系,267,0,0.00%,私立
馬偕學校財團法人馬偕醫學院,一般大學,學,護理學系,214,0,0.00%,私立
馬偕學校財團法人馬偕醫學院,一般大學,碩,長期照護研究所,26,0,0.0%,私立
馬偕學校財團法人馬偕醫學院,一般大學,學,聽力暨語言治療學系,160,0,0.00%,私立
法鼓學校財團法人法鼓文理學院,一般大學,碩,生命教育碩士學位學程,78,0,0.0%,私立
法鼓學校財團法人法鼓文理學院,一般大學,學,佛教學系,61,0,0.00%,私立
法鼓學校財團法人法鼓文理學院,一般大學,碩,社區再造碩士學位學程,20,0,0.0%,私立
法鼓學校財團法人法鼓文理學院,一般大學,碩,社會企業與創新碩士學位學程,41,0,0.0%,私立
法鼓學校財團法人法鼓文理學院,一般大學,碩,環境與發展碩士學位學程,10,0,0.0%,私立
馬偕學校財團法人馬偕醫護管理專科學校,技專校院,學,應用外語科,199,0,0.00%,私立
馬偕學校財團法人馬偕醫護管理專科學校,技專校院,學,護理科,1949,0,0.00%,私立
馬偕學校財團法人馬偕醫護管理專科學校,技專校院,學,視光學科,665,0,0.00%,私立
馬偕學校財團法人馬偕醫護管理專科學校,技專校院,學,高齡服務事業科,65,0,0.00%,私立
馬偕學校財團法人馬偕醫護管理專科學校,技專校院,學,幼兒保育科,395,0,0.00%,私立
馬偕學校財團法人馬偕醫護管理專科學校,技專校院,學,化妝品應用與管理科,470,0,0.00%,私立
馬偕學校財團法人馬偕醫護管理專科學校,技專校院,學,餐飲管理科,426,0,0.00%,私立
馬偕學校財團法人馬偕醫護管理專科學校,技專校院,學,生命關懷事業科,54,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,行動數位商務科,55,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,口腔衛生學科,124,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,護理科,2604,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,視光學科,492,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,醫事檢驗科,546,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,復健(技術)科-物理治療組,1317,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,生技製藥經營管理科,17,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,調理保健技術科,226,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,職業安全衛生科,138,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,高齡健康促進科,47,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,幼兒保育科,157,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,生命關懷事業科,316,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,餐旅管理科,220,0,0.00%,私立
仁德醫護管理專科學校,技專校院,學,健康美容觀光科,174,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,應用英語科,254,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,應用日語科,291,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,資訊管理科,229,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,牙體技術科,682,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,口腔衛生學科,160,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,護理科,2038,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,視光學科,652,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,醫學影像暨放射技術科,542,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,物理治療科,1075,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,職能治療科,524,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,幼兒保育科,241,0,0.00%,私立
樹人醫護管理專科學校,技專校院,學,美容保健科,598,0,0.00%,私立
慈惠醫護管理專科學校,技專校院,學,數位媒體創意設計科,243,0,0.00%,私立
