channel,date,logger_id,start,end,duration,type,title
ebc,20190701,GYrMi92udW,874,997,124,新聞,誰也不讓誰！勞資簽團協卡關「禁秋後算帳」條款(QE46J3UZ_Ac)
ebc,20190701,XBqoS3rFuo,1749,1880,132,新聞,誰也不讓誰！勞資簽團協卡關「禁秋後算帳」條款(QE46J3UZ_Ac)
ebc,20190701,DtwE2BRplR,951,1105,155,新聞,團協卡關因保不住「18金釵」？ 工會：他們絕對合法(hqG3CFGTsJo)
ebc,20190701,DtwE2BRplR,3513,3631,119,新聞,暑假將至長榮罷工延燒！旅行業營業損失達18億(q3FCTQQmONI)
ebc,20190701,0Cqd5O8iXE,340,436,97,新聞,最新》因18金釵協商喬不攏？ 工會闢謠「不止18人」(Fr57ZKbquEk)
ebc,20190701,0Cqd5O8iXE,437,586,150,新聞,最新》「不秋後算帳」訴求 長榮航空表明難讓步(VtmenPU8VxQ)
ebc,20190701,igzO7YHRqt,199,328,130,新聞,拿「告白氣球」表訴求 空姐回敬長榮回家(61zGnCxhKkE)
ebc,20190701,igzO7YHRqt,3062,3195,134,新聞,拿「告白氣球」表訴求 空姐回敬長榮回家(61zGnCxhKkE)
ebc,20190701,igzO7YHRqt,34,69,36,新聞,長榮續罷工損失慘 旅行業者擬上街頭抗議
ebc,20190701,igzO7YHRqt,806,932,127,新聞,空服員控偷拍嗆「沒水準」遭反罵罷工「沒用的東西」(rrdNGhWsp7Q)
ebc,20190701,DtwE2BRplR,796,950,155,新聞,空服員控偷拍嗆「沒水準」遭反罵罷工「沒用的東西」(rrdNGhWsp7Q)
ebc,20190701,0Cqd5O8iXE,3291,3427,137,新聞,空服員控偷拍嗆「沒水準」遭反罵罷工「沒用的東西」(rrdNGhWsp7Q)
ebc,20190701,igzO7YHRqt,70,198,129,新聞,一人一信給董事長！ 空服員一談哽咽落淚
ebc,20190701,GYrMi92udW,701,873,173,新聞,18空服員算不算曠職？ 勞資法律攻防(LCt1tiCK3_k)
ebc,20190701,XBqoS3rFuo,1104,1267,164,新聞,18空服員算不算曠職？ 勞資法律攻防(LCt1tiCK3_k)
formosa,20190701,M2FDMXBPvm,384,685,302,新聞,長榮懲處24空服員 工會堅稱合法
formosa,20190701,ZTEJ8bhnGm,1562,1727,166,新聞,長榮罷工第12天 空服員一人一信向董座喊話(6qtYzA5xzCg)
formosa,20190701,f7qTs9GIvk,1405,1527,123,新聞,長榮罷工拉長戰線 工會持續靜坐抗議
formosa,20190701,ZTEJ8bhnGm,3698,3906,209,新聞,長榮究責18退關罷工空服員 工會堅持合法
formosa,20190701,bH1dDM6ydq,408,627,220,新聞,18空服哭喊壓力大 長榮:難道飛一半也要罷工?(4AJ-POeil3c)
formosa,20190701,E0trZSzD6w,789,1203,415,新聞,18空服哭喊壓力大 長榮:難道飛一半也要罷工?(4AJ-POeil3c)
set,20190701,thQ2a58kDs,3415,3485,71,新聞,"關鍵!長榮將調監視器查""留旅客在機艙""時間/18空服站空橋等罷工?工會:合法 民航局要查/協商前夕攻防戰!一人一信給林寶水"
set,20190701,uDa26UI1ZJ,1434,1439,6,新聞,控遭偷拍反被嗆 工會:保留法律追訴
set,20190701,BRKA7mzdCp,617,666,50,新聞,控偷拍反被嗆 工會:保留法律追訴
set,20190701,DBCyEj796w,590,605,16,新聞,控偷拍反被嗆 工會:保留法律追訴
set,20190701,LRcfO6eAXY,1325,1426,102,新聞,長榮徵人計畫!訓練越籍空服 男地勤轉訓/徵人計畫!長榮飛越南.泰國錄取空服各50人
set,20190701,uDa26UI1ZJ,1353,1433,81,新聞,"空服員控用餐遭偷拍 反被嗆罷工""沒用的東西""空服員控/遭空服控偷拍 男反駁:拍餐廳內景"
set,20190701,BRKA7mzdCp,509,616,108,新聞,"空服員控用餐遭偷拍 反被嗆罷工""沒用的東西"""
set,20190701,uDa26UI1ZJ,1295,1313,19,新聞,"空姐控""罷工改曠職"" 長榮:時間定義有落差"
set,20190701,LRcfO6eAXY,1286,1316,31,新聞,"空姐控""罷工改曠職"" 長榮:時間定義有落差"
set,20190701,thQ2a58kDs,24,109,86,新聞,"兒偷拍空服員遭阻 父開嗆""罷工混帳"""
set,20190701,thQ2a58kDs,3366,3414,49,新聞,"18空服站空橋等罷工? 工會:合法 民航局要查/關鍵時間點! 調監視器查""留旅客再機艙"""
set,20190701,uDa26UI1ZJ,1238,1294,57,新聞,"""長榮18金釵""現身淚訴 班表""被改曠職"""
set,20190701,LRcfO6eAXY,1317,1324,8,新聞,"""長榮18金釵""現身淚控 班表罷工""被改曠職"""
set,20190701,uDa26UI1ZJ,1325,1352,28,新聞,"""長榮18金釵""淚現身控 班表罷工""被改曠職"""
tvbs,20190701,SXcRNL50ah,1264,1408,145,新聞,遭指團協破局關鍵　金釵淚訴：我不是籌碼(cW8lHktHpus)
tvbs,20190701,3I3i6n5mYO,1473,1627,155,新聞,遭指團協破局關鍵　金釵淚訴：我不是籌碼(cW8lHktHpus)
tvbs,20190701,WlZNl35VUk,2396,2515,120,新聞,罷工第12天!空服員士氣不減  聚集靜坐/寫信盼董座聆聽基層  空服壓力大落淚/18空服員罷飛遭記曠職  記者會出面澄清
tvbs,20190701,0bNJ21ClvH,1019,1131,113,新聞,團協破裂！　18空服遭記曠職　工會：秋後算帳(HLjy_x93ltE)
tvbs,20190701,WlZNl35VUk,1,8,8,新聞,暑假到!長榮續罷工  旅遊業者表怒吼
tvbs,20190701,WlZNl35VUk,1327,1455,129,新聞,空服員控「遭男偷拍」　還被嗆罷工「渾蛋」(rgmcfdiXgyU)
tvbs,20190701,0bNJ21ClvH,3709,3869,161,新聞,加入罷工遭記曠職  18釵成員首露面還原/18金釵遭記曠職?工會大字報對外說明
tvbs,20190701,0bNJ21ClvH,1961,2070,110,新聞,18億蒸發！　長榮續罷工　旅行社怒轟政府(mBCFGlTX4lk)
tvbs,20190701,SXcRNL50ah,1409,1522,114,新聞,18億蒸發！　長榮續罷工　旅行社怒轟政府(mBCFGlTX4lk)
tvbs,20190701,0bNJ21ClvH,3870,3906,37,新聞,18金釵遭記曠職?工會大字報對外說明
tvbs,20190701,0bNJ21ClvH,907,1018,112,新聞,「沒水準」民眾辱罵罷工空服　雙方爆衝突(li6FRlDJ1bo)
tvbs,20190701,0bNJ21ClvH,3597,3708,112,新聞,「沒水準」民眾辱罵罷工空服　雙方爆衝突(li6FRlDJ1bo)
ctitv,20190630,rOkaCT9mWc,2372,2392,21,新聞,罷工持續進入第11天 長榮勞資約定7/2再協商
ctitv,20190630,rOkaCT9mWc,2393,2461,69,新聞,破局！勞資談不攏未簽團協 長榮空服持續罷工
ctitv,20190630,qJVqqy4Q9F,1565,1716,152,新聞,要求不懲處18罷飛空服遭否決　工會罷工持續(JYoVICQ3a7E)
ctitv,20190630,rOkaCT9mWc,2462,2509,48,新聞,長榮堅持懲處18名空服員 拒絕恢復機票優惠
ebc,20190630,arjorGUG3D,334,486,153,新聞,罷工第11天 堅守現場空服員神情現疲態(j4RzBA3sRM4)
ebc,20190630,XXkvPnwQGX,636,784,149,新聞,罷工空服員難過哽咽 哭訴：長榮分化工會(D_duw3sb5bc)
ebc,20190630,BtPC5se27k,1208,1343,136,新聞,航空業3年3罷工！ 長榮私人企業政府難介入
ebc,20190630,BtPC5se27k,1084,1207,124,新聞,桃園機場美食街 店員別胸章 挺長榮反罷工！(gUFaEK0D8wQ)
ebc,20190630,jo225ssROd,349,448,100,新聞,18金釵有3人復飛 工會：尊重自由意志
ebc,20190630,XXkvPnwQGX,785,901,117,新聞,18空服記曠職！「禁秋後算帳」談不攏 協商破局(xZFWJHqB0ss)
ebc,20190630,1oKBKrCT2B,194,433,240,新聞,「禁止秋後算帳」談不攏 長榮團協協商破局(JT8hOgqINJA)
ebc,20190630,arjorGUG3D,487,594,108,新聞,「禁止秋後算帳」談不攏 長榮團協協商破局(2ONp1WQdqBg)
ebc,20190630,jo225ssROd,3611,3632,22,新聞,"""秋後算帳 保曠職空服員"" 勞資喬不攏續罷工"
ebc,20190630,XXkvPnwQGX,11,32,22,新聞,"""秋後算帳 保曠職空服員"" 勞資喬不攏續罷工"
formosa,20190630,tGjyuqVhCQ,1158,1387,230,新聞,團協階段無共識破局 空服工會恢復罷工/好處全拿?工會要求恢復福利票.不懲處18霸飛空服/18霸飛空服記曠職 長榮：3名成員反悔已歸隊/工會出招要會員簽切結 長榮：協助組員拿回證件/18霸飛空服放全機鴿子 長榮：不懲處不符公理公義/公會拒簽團協拉長戰線 長榮7/2二次協商
formosa,20190630,Wz2LRmFj6x,694,1034,341,新聞,"秋後算帳沒共識! 簽訂團脅迫局 續罷工/工會三訴求長榮只同意兩項 協商宣告破局/18空服員罔顧旅客權益 禁秋後算帳難認同/工會要求簽切結繳交三寶 長榮發簡訊反制/協商破局續罷工 長榮勞資7/2二次協商/勞資雙方協商破局! 工會宣布罷工繼續/破局!勞資橋不懂未簽團協 長榮空服員繼續罷工/團脅迫局繼續罷工 工會批長榮""秋後算帳""談不攏長榮發聲明稿 18位空服員已有3位取回三寶/空服員批秋後算帳 工會不滿長榮""曠職""處裡/除了18名曠職以外 另有5名將進一步處罰/長榮聲明：包玵曠職空服員共25人將調查懲處"
formosa,20190630,4GIEO1OXRw,1124,1332,209,新聞,"秋後算帳沒共識! 簽訂團協破局 霸工再戰/勞資雙方協商破局! 工會宣布罷工繼續/團協破局繼續罷工 工會批長榮""秋後算帳""談不攏/空服員批秋後算帳工會不滿長榮""曠職""處裡/資方供團協草案 未提""秋後算帳""具體細節/列5訴求不能秋後算帳條文 長榮不接受協商破局/破局!勞資喬不攏未簽團協 工會：7/2再協商/工會簽署""三寶切結書""像長榮航表達不滿訴求"
formosa,20190630,NptOpx4UXF,891,1063,173,新聞,協商破局續罷工 長榮勞資7/2二次協商/秋後算帳沒共識! 簽訂團脅迫局 續罷工/工會三訴求長榮只同意兩項 協商宣告破局/18空服員罔顧旅客權益 禁秋後算帳難認同/工會要求簽切結繳交三寶 長榮發簡訊反制/協商破局續罷工 長榮勞資7/2二次協商
set,20190630,8QTJ1ZAa4y,484,550,67,新聞,"控長榮""秋後算帳"" 空服員罷工持續中.../再度撕破臉! ""秋後算帳""喬不攏 協商卡關/18名空服員擅離職守 長榮撂話:絕不寬貸/空服員""寫紙條""凝聚人心互打氣 7/2勞資再協商"
set,20190630,GlAanHYshn,1148,1159,12,新聞,"桃機美食街業績掉4成!""反罷工""聲浪高"
set,20190630,GlAanHYshn,1160,1179,20,新聞,"旅遊工會促訂""罷工預告期"" 至少15天以上"
set,20190630,DyzY1f9Ymj,1660,1718,59,新聞,"挺""18罷飛空服""工會 ""誤判情勢""協商破局/18罷飛空服3人倒戈 長榮""已加入排班中"
set,20190630,GlAanHYshn,1082,1147,66,新聞,"挺""18罷飛空服"" 工會""誤判情勢""協商破局/18罷風空服3人倒戈 長榮:已加入排班中/工會內部分歧! 18空服員3人拿回3寶復工"
set,20190630,8QTJ1ZAa4y,2517,2635,119,新聞,"長榮罷工繼續!""不秋後算帳""談不攏破局"
set,20190630,DyzY1f9Ymj,20,20,1,新聞,"長榮罷工繼續!!""不秋後算帳""談不攏破局"
set,20190630,MLl9i4ge9Y,3620,3620,1,新聞,"長榮罷工繼續! ""不秋後算帳""談不攏破局"
set,20190630,Kaec4o4flR,1163,1245,83,新聞,"協商卡關! 資方堅""秋後算帳"" 空服繼續罷工 /18空服被註記曠職 長榮證實3位已反悔歸隊"
set,20190630,DyzY1f9Ymj,1719,1757,39,新聞,"工會內部分歧!18空服員3人拿回3寶復工/桃機美食街業績掉4成!""反罷工""聲浪高/旅遊工會促訂""罷工預告期""至少15天以上"
set,20190630,MLl9i4ge9Y,2123,2181,59,新聞,"二航廈美食街人潮銳減 食品員工""反罷工""/罷工時一天影響約18萬旅客 戰線持續拉長"
tvbs,20190630,gd3tJKdII3,931,1023,93,新聞,罷工繼續!與資方談判破裂 團體協約無法簽/勞資團協破局!工會控:25人遭秋後算帳
tvbs,20190630,gd3tJKdII3,893,903,11,新聞,罷工繼續!與資方談判破裂  團體協約無法簽
tvbs,20190630,gd3tJKdII3,904,930,27,新聞,勞資團協破局!工會控:25人遭秋後算帳
tvbs,20190630,YYT5xoTSOo,615,628,14,新聞,停罷破局! 不秋後算帳+懲處18空服 談不攏(vjSJ0NKzRAc)/罷工11天!破局士氣低  發小紙條互相激勵
tvbs,20190630,YYT5xoTSOo,700,839,140,新聞,"旅客簽轉累、旅行公會損20億　罷工4方皆輸(RGnkcnMJv6o)/全教總挺工會  批長榮無良雇主  將入教材/""切結書""勞資角力!工會:保管三寶維護會員"
tvbs,20190630,gd3tJKdII3,2016,2171,156,新聞,旅客簽轉累、旅行公會損20億　罷工4方皆輸(RGnkcnMJv6o)
tvbs,20190630,jWWQjx26gD,1904,1980,77,新聞,旅客簽轉累、旅行公會損20億　罷工4方皆輸(RGnkcnMJv6o)
tvbs,20190630,jWWQjx26gD,1981,2055,75,新聞,旅客簽轉累、旅行公會損20億　罷工4方皆輸(RGnkcnMJv6o)
tvbs,20190630,YYT5xoTSOo,629,699,71,新聞,「不接受就沒下一次」　工會：長榮董態度強硬(qKhMjF7Isj8)/停罷破局!不秋後算帳+懲處18空服 談不攏/史上最長罷工!取消逾千班  長榮損失20億
tvbs,20190630,YYT5xoTSOo,588,614,27,新聞,「不接受就沒下一次」　工會：長榮董態度強硬(qKhMjF7Isj8)/停罷破局!不秋後算帳+懲處18空服  談不攏
tvbs,20190630,jWWQjx26gD,1767,1903,137,新聞,「不接受就沒下一次」　工會：長榮董態度強硬(qKhMjF7Isj8)
ctitv,20190629,ezFEX0bvzk,3795,3901,107,新聞,罷工幹部內鬨搶麥！　傳18名罷飛空服員成籌碼(AI5-B3NMQEo)
ctitv,20190629,yw12moi2SY,199,344,146,新聞,罷工幹部內鬨搶麥！　傳18名罷飛空服員成籌碼(AI5-B3NMQEo)
ctitv,20190629,yw12moi2SY,3619,3762,144,新聞,罷工幹部內鬨搶麥！　傳18名罷飛空服員成籌碼(AI5-B3NMQEo)
ctitv,20190629,zD5lSI4Pod,39,128,90,新聞,罷工可望落幕！工會最快今簽“團體協約”／投票結果“同意方案”往罷工結束方向走
ctitv,20190629,ezFEX0bvzk,2665,2674,10,新聞,禁秋後算帳 增飛安獎金 長榮空服罷工今落幕?!
ctitv,20190629,ezFEX0bvzk,739,835,97,新聞,長榮罷工落幕？工會14:30公布投票結果
ctitv,20190629,UFRKBEiAEz,1415,1542,128,新聞,長榮罷工結束！工會主戰派落淚：會再堅守員工權益(IRllsFSO1D8)
ctitv,20190629,zD5lSI4Pod,3391,3506,116,新聞,工會投票揭曉！　長榮空服「同意」結束罷工(xfKaFfc8cBk)
ctitv,20190629,1r7FvX83il,749,854,106,新聞,工會投票揭曉！　長榮空服「同意」結束罷工(xfKaFfc8cBk)
ebc,20190629,ZwqfGpSZ3E,261,503,243,新聞,罷工將落幕？工會投票截至12點 14：00開票出爐(iNGhIaJn4H8)
ebc,20190629,RXq5oCa5jf,224,490,267,新聞,罷工10天落幕？ 工會：若團協不滿意「罷工未停止」(S4GjJm-ky6w)
ebc,20190629,TRsLfubFIW,225,404,180,新聞,罷工10天落幕？ 工會：若團協不滿意「罷工未停止」(S4GjJm-ky6w)
ebc,20190629,HvhFfhvqKb,128,380,253,新聞,長榮罷工投票！ 深夜啟動至周六中午12點(CpgmqwT6WVQ)
ebc,20190629,RXq5oCa5jf,1,32,32,新聞,"長榮勞資簽團協 工會拒交""禁秋後算帳"""
formosa,20190629,FNDYQx4YJb,135,194,60,新聞,"罷工續戰內部分歧 會員投票提前到深夜投票/ 資方承諾不秋後算帳 空服員放棄""禁搭便車條款""/ 投票現場空服員焦慮落淚 工會強調力挺會員/ 長榮罷工今落幕? 下午14:00公布結果"
formosa,20190629,Yy06MB4e4b,3735,3794,60,新聞,"罷工序站內不分期 會員投票提前到深夜投票/ 資方承諾不秋後算帳 空服員放棄""禁搭便車條款""/ 投票現場空服員焦慮落淚 工會強調力挺會員/ 長榮罷工今落幕?下午14:00公布結果"
formosa,20190629,H3VOQS8Dkc,1060,1081,22,新聞,罷工10天落幕 長榮：航班7月底恢復正常(NQQCt2NPOzY)
formosa,20190629,H3VOQS8Dkc,2569,2702,134,新聞,團協六協議1項卡關 罷工落幕恐添變數/ 遊高美濕地遇上漲潮 情侶受困沙洲待救
formosa,20190629,H3VOQS8Dkc,1082,1188,107,新聞,會員14小時馬拉松式投票 工會同意簽團協/ 棄禁搭便車條款 改服勤獎金...罷工終落幕/ 工會要求簽團協拒還三寶 還要求簽切結書/ 工會要會員切結不領回三寶 長榮簡訊反制/ 罷工10天落幕 取消946航班 長榮損失17.5億
formosa,20190629,Yy06MB4e4b,3360,3386,27,新聞,新聞結尾(罷工現場)
formosa,20190629,H3VOQS8Dkc,1189,1240,52,新聞,勞動部長都不挺！ 台史上最大罷工終落幕(cf5jiR-cuHQ)
formosa,20190629,xtYfXleQVo,743,799,57,新聞,勞動部長都不挺！ 台史上最大罷工終落幕(cf5jiR-cuHQ)
formosa,20190629,FNDYQx4YJb,1,74,74,新聞,長榮罷工DAY10 最快今落幕？
formosa,20190629,Yy06MB4e4b,3560,3674,115,新聞,長榮罷工day10 最快今落幕
formosa,20190629,Yy06MB4e4b,1,97,97,新聞,長榮罷工第十天 宣布投票率破五成/ 十二點即封箱 工會開票過程全程不開放/ 多數決決定! 投票最快今下午2點有結果
formosa,20190629,xtYfXleQVo,800,914,115,新聞,"工會爆分歧!幹部哭喊退讓 會員搶麥喊""罷到底""/ 工會退讓因勞動部?郭芷嫣激動喊""再罷十天""/ 傳協商過程遭長榮董座砲轟 工會如四面楚歌/ 資方強硬!八訴求談不攏 工會投票同意簽團協"
formosa,20190629,H3VOQS8Dkc,1241,1355,115,新聞,"工會爆分歧!幹部哭喊退讓 會員搶麥喊""罷到底""/ 工會退讓因勞動部? 郭芷嫣激動喊""再罷十天""/ 傳協商過程遭長榮董座砲轟 工會如四面楚歌/ 資方強硬! 八訴求談不攏 工會投票同意簽團協/ 台灣史上最大罷工 空服.地勤傷痕恐難撫平"
formosa,20190629,Yy06MB4e4b,3675,3734,60,新聞,工會內部意見分歧 會員拿麥喊話「再罷10天」
formosa,20190629,FNDYQx4YJb,75,134,60,新聞,工會內部意見分歧 會員拿麥喊話「再罷10天」
set,20190629,iPRu4jHPTG,3404,3506,103,新聞,罷工撐了十天! 空姐感動落淚:我們很驕傲
set,20190629,H47FLW2lei,31,121,91,新聞,罷工落幕! 長榮工會同意停止罷工/長榮罷工公會簽定協約 同意停止罷工/投票過半數! 長榮空服員罷工落幕
set,20190629,KZRghABsY2,428,574,147,新聞,"罷工第內鬨?學姊怒嗆""帶風向"" 幹部:怎麼相信你們?"
set,20190629,iPRu4jHPTG,374,454,81,新聞,"罷工第內鬨?學姊怒嗆""帶風向"" 幹部:怎麼相信你們?"
set,20190629,iPRu4jHPTG,3326,3403,78,新聞,罷工馬拉松達10天 創台航空史最久紀錄
set,20190629,iPRu4jHPTG,309,373,65,新聞,罷工馬拉松達10天 創台航空史上最久紀錄
set,20190629,iPRu4jHPTG,3507,3638,132,新聞,"罷工有退路? 長榮道歉空服遭爆""跳槽星宇""/空服員罷工風向""偏長榮""? 工會:誤判形勢"""
set,20190629,4yO1SgwVDg,3882,3901,20,新聞,停止罷工有譜? 今12點開票 工會:尊重多數
set,20190629,KZRghABsY2,224,427,204,新聞,停止罷工有譜? 今12點開票 工會:尊重多數
set,20190629,n149n2EtE7,1,57,57,新聞,"空服員罷工風向""偏長榮""? 工會""誤判形勢/罷工有退路? 長榮道歉空服遭爆""跳槽星宇"""
set,20190629,H47FLW2lei,3846,3873,28,新聞,投票通過!新六訴求妥協 長榮罷工將落幕
set,20190629,iPRu4jHPTG,3225,3290,66,新聞,"投票通過! 新六訴求妥協 長榮罷工將落幕投票/長榮罷工落幕倒數! 勞資""簽完團協""終止"
set,20190629,iPRu4jHPTG,205,273,69,新聞,投票通過! 新六訴求妥協 長榮罷工將落幕
tvbs,20190629,xGmOYNv7h7,3201,3334,134,新聞,"罷工落幕現曙光！　林佳龍現身遭批收割(p7QtabctzS4)/傳勞動不挺了!工會""無後援""難撐罷工"
tvbs,20190629,xGmOYNv7h7,3620,3741,122,新聞,罷工落幕？　禁秋後算帳　勞方原訴求皆輸(MvCzByQiWQs)/投完票人減少!工會.空服續罷工現分歧
tvbs,20190629,xGmOYNv7h7,3742,3811,70,新聞,罷工落幕？　禁秋後算帳　勞方原訴求皆輸(MvCzByQiWQs)/投完票人減少!工會.空服續罷工現分歧
tvbs,20190629,RRJPw2rMkr,20,141,122,新聞,罷工落幕？　禁秋後算帳　勞方原訴求皆輸(MvCzByQiWQs)/投完票人減少!工會.空服續罷工現分歧
tvbs,20190629,RRJPw2rMkr,142,210,69,新聞,罷工落幕？　禁秋後算帳　勞方原訴求皆輸(MvCzByQiWQs)/投完票人減少!工會.空服續罷工現分歧
tvbs,20190629,6U0N8OASmK,368,505,138,新聞,罷工10天訴求難完成　空服難掩不甘心淚水(fuJpw73OS24)/長榮六大訴求不再退讓  工會:坦誠誤判情勢
tvbs,20190629,TKzLUQh6oM,991,1131,141,新聞,罷工10天訴求難完成　空服難掩不甘心淚水(fuJpw73OS24)/長榮六大訴求不再步讓  工會坦誠:誤判情勢/
tvbs,20190629,OSSQOQLqzK,3635,3639,5,新聞,投票通過.罷工落幕
tvbs,20190629,TKzLUQh6oM,35,39,5,新聞,投票通過.罷工落幕
