date.x,domain,title,url
2019-06-27,中央社,長榮罷工空服員工會調整訴求 日支費禁搭便車讓步 | 生活 | 重點新聞 | 中央社 CNA,https://www.cna.com.tw/news/firstnews/201906275004.aspx
2019-06-27,中央社,長榮空服罷工  已取消738航班影響逾15萬人次 | 生活 | 重點新聞 | 中央社 CNA,https://www.cna.com.tw/news/firstnews/201906270278.aspx
2019-06-27,中央社,長榮罷工空服員調整訴求 勞動部：事情往正向發展 | 生活 | 重點新聞 | 中央社 CNA,https://www.cna.com.tw/news/firstnews/201906270257.aspx
2019-06-27,中央社,空服員稱待遇不佳  長榮指陳述不實 | 生活 | 中央社 CNA,https://www.cna.com.tw/news/ahel/201906270366.aspx
2019-06-27,中央社,罷工空服員委託書討證未果  律師報案提告 | 生活 | 中央社 CNA,https://www.cna.com.tw/news/ahel/201906270260.aspx
2019-06-27,中央社,向工會討取委託人3證件未果  長榮航空將提告 | 生活 | 中央社 CNA,https://www.cna.com.tw/news/ahel/201906270135.aspx
2019-06-27,中央社,3年3次罷工 交通學者憂航空業奏悲歌 | 生活 | 中央社 CNA,https://www.cna.com.tw/news/ahel/201906270066.aspx
2019-06-27,中時,為何罷工空姐上節目狂被打臉？她難過揭內幕 - 娛樂,https://www.chinatimes.com/realtimenews/20190627000072-260404
2019-06-27,中時,難怪想歸隊！長榮再出手 副總親傳超暖簡訊曝光 - 生活,https://www.chinatimes.com/realtimenews/20190627000028-260405
2019-06-27,中時,獨》長榮勞資22日曾閉門協商 勞動部曝秘辛 - 生活,https://www.chinatimes.com/realtimenews/20190626003540-260405
2019-06-27,中時,滯維也納空姐返台哭了！立刻加入罷工喊要協商 - 生活,https://www.chinatimes.com/realtimenews/20190626003386-260405
2019-06-27,中時,罷工空姐沒人挺？網友最在乎的竟是... - 生活,https://www.chinatimes.com/realtimenews/20190626002935-260405
2019-06-27,中時,新危機？長榮罷工空服歸隊恐也無法飛 - 生活,https://www.chinatimes.com/realtimenews/20190626002844-260405
2019-06-27,中時,持續砍班 長榮7月第一周取消401航班 - 生活,https://www.chinatimes.com/realtimenews/20190626002376-260405?chdtv
2019-06-27,中時,酸實習地勤長相 辣空姐正面曝光 - 生活,https://www.chinatimes.com/realtimenews/20190626002283-260405
2019-06-27,中時,長榮罷工恐失敗 議員一張圖曝空服支持度 - 生活,https://www.chinatimes.com/realtimenews/20190626001233-260405
2019-06-27,中時,長榮罷工 華南產險：旅遊不便險可依約申請賠償 - 財經,https://www.chinatimes.com/realtimenews/20190625004618-260410
2019-06-27,中時,長榮酸工會 禁搭便車不准下車 - 生活新聞,https://www.chinatimes.com/newspapers/20190626000601-260114
2019-06-27,中時,專家傳真－儘速制定公用事業罷工預告機制 - 財經要聞,https://www.chinatimes.com/newspapers/20190626000315-260202
2019-06-27,中時,返台欲值勤遭拒 流浪組員憤而罷工 - 生活新聞,https://www.chinatimes.com/newspapers/20190623000388-260114
2019-06-27,中時,中時電子報 - Chinatimes.com,https://www.chinatimes.com/
2019-06-27,聯合新聞網,長榮罷工持續延燒 旅遊業者揚言上街頭「反罷工」 | 聯合新聞網,https://udn.com/news/story/7371/3888237?from=udn-hotnews_ch1013
2019-06-27,聯合新聞網,暑假到+罷工影響 國內旅遊熱度變夯 | 聯合新聞網,https://udn.com/news/story/7266/3895684?from=udn-relatednews_ch2
